ID,SITE_NAME,iGRP,FuelRegion,TotalCap,LAT,LON,ORD,SOURCE_TYPE,STATE,OGSM_Region,CensusRegion
846,UP_21_23,-1,21,0,36.69,-108.481,23,GEN,NM,5,8
847,UP_21_24,-1,21,0,36.801,-108.438,24,GEN,NM,5,8
848,UP_21_25,-1,21,0,36.903,-104.439,25,GEN,NM,4,8
849,UP_21_26,-1,21,0,31.804,-106.547,26,GEN,NM,5,8
850,UP_21_27,-1,21,0,32.714,-103.301,27,GEN,NM,4,8
851,UP_21_28,-1,21,0,35.171,-106.602,28,GEN,NM,5,8
852,UP_21_29,-1,21,0,32.713,-103.353,29,GEN,NM,4,8
853,UP_21_30,-1,21,0,35.371,-106.485,30,GEN,NM,4,8
854,UP_21_31,-1,21,0,36.725,-108.191,31,GEN,NM,5,8
855,UP_21_32,-1,21,0,32.114,-106.846,32,GEN,NM,5,8
856,UP_21_33,-1,21,0,32.299,-107.783,33,GEN,NM,5,8
857,UP_21_34,-1,21,0,36.716,-108.215,34,GEN,NM,5,8
858,UP_21_35,-1,21,0,32.728,-103.309,35,GEN,NM,4,8
859,UP_22_1,-1,22,0,45.693,-119.809,1,GEN,OR,6,9
860,UP_22_2,-1,22,0,45.848,-119.674,2,GEN,OR,6,9
861,UP_22_3,-1,22,0,45.833,-119.667,3,GEN,OR,6,9
862,UP_22_4,-1,22,0,46.173,-123.174,4,GEN,OR,6,9
863,UP_22_5,-1,22,0,45.804,-119.37,5,GEN,OR,6,9
864,UP_22_6,-1,22,0,42.174,-121.811,6,GEN,OR,6,9
865,UP_22_7,-1,22,0,45.793,-119.312,7,GEN,OR,6,9
866,UP_22_8,-1,22,0,46.179,-123.172,8,GEN,OR,6,9
867,UP_22_9,-1,22,0,46.756,-122.86,9,GEN,WA,6,9
868,UP_22_10,-1,22,0,48.746,-122.486,10,GEN,WA,6,9
869,UP_22_11,-1,22,0,46.969,-123.48,11,GEN,WA,6,9
870,UP_22_12,-1,22,0,48.471,-122.56,12,GEN,WA,6,9
871,UP_22_13,-1,22,0,48.99,-122.273,13,GEN,WA,6,9
872,UP_22_14,-1,22,0,48.828,-122.685,14,GEN,WA,6,9
873,UP_22_15,-1,22,0,45.811,-120.833,15,GEN,WA,6,9
874,UP_22_16,-1,22,0,46.623,-122.913,16,GEN,WA,6,9
875,UP_22_17,-1,22,0,46.14,-122.984,17,GEN,WA,6,9
876,UP_22_18,-1,22,0,47.086,-122.364,18,GEN,WA,6,9
877,UP_23_1,-1,23,0,35.766,-117.383,1,GEN,CA,6,9
878,UP_23_2,-1,23,0,37.912,-121.261,2,GEN,CA,6,9
879,UP_23_3,-1,23,0,35.741,-119.051,3,GEN,CA,6,9
880,UP_23_4,-1,23,0,35.547,-119.075,4,GEN,CA,6,9
881,UP_23_5,-1,23,0,37.945,-121.326,5,GEN,CA,6,9
882,UP_23_6,-1,23,0,35.576,-119.006,6,GEN,CA,6,9
883,UP_23_7,-1,23,0,40.762,-124.163,7,GEN,CA,6,9
884,UP_23_8,-1,23,0,35.372,-120.856,8,GEN,CA,6,9
885,UP_23_9,-1,23,0,33.136,-117.336,9,GEN,CA,6,9
886,UP_23_10,-1,23,0,32.613,-117.096,10,GEN,CA,6,9
887,UP_23_11,-1,23,0,33.769,-118.101,11,GEN,CA,6,9
888,UP_23_12,-1,23,0,34.861,-116.854,12,GEN,CA,6,9
889,UP_23_13,-1,23,0,33.848,-118.402,13,GEN,CA,6,9
890,UP_23_14,-1,23,0,33.918,-118.428,14,GEN,CA,6,9
891,UP_23_15,-1,23,0,34.117,-118.117,15,GEN,CA,6,9
892,UP_23_16,-1,23,0,34.176,-118.315,16,GEN,CA,6,9
893,UP_23_17,-1,23,0,38.031,-121.87,17,GEN,CA,6,9
894,UP_23_18,-1,23,0,38.016,-121.86,18,GEN,CA,6,9
895,UP_23_19,-1,23,0,38.011,-121.781,19,GEN,CA,6,9
896,UP_23_20,-1,23,0,38.011,-121.756,20,GEN,CA,6,9
897,UP_23_21,-1,23,0,38.043,-121.987,21,GEN,CA,6,9
898,UP_23_22,-1,23,0,36.27,-119.648,22,GEN,CA,6,9
899,UP_23_23,-1,23,0,36.804,-121.784,23,GEN,CA,6,9
900,UP_23_24,-1,23,0,34.082,-117.242,24,GEN,CA,6,9
901,UP_23_25,-1,23,0,34.156,-118.278,25,GEN,CA,6,9
902,UP_23_26,-1,23,0,32.802,-115.54,26,GEN,CA,6,9
903,UP_23_27,-1,23,0,33.786,-118.264,27,GEN,CA,6,9
904,UP_23_28,-1,23,0,33.765,-118.099,28,GEN,CA,6,9
905,UP_23_29,-1,23,0,34.245,-118.391,29,GEN,CA,6,9
906,UP_23_30,-1,23,0,37.653,-121.02,30,GEN,CA,6,9
907,UP_23_31,-1,23,0,40.507,-122.423,31,GEN,CA,6,9
908,UP_23_32,-1,23,0,38.446,-121.462,32,GEN,CA,6,9
909,UP_23_33,-1,23,0,38.531,-121.4,33,GEN,CA,6,9
910,UP_23_34,-1,23,0,38.511,-121.473,34,GEN,CA,6,9
911,UP_23_35,-1,23,0,37,-121.537,35,GEN,CA,6,9
912,UP_23_36,-1,23,0,36.617,-120.1,36,GEN,CA,6,9
913,UP_23_37,-1,23,0,37.43,-122.176,37,GEN,CA,6,9
914,UP_23_38,-1,23,0,33.876,-118.249,38,GEN,CA,6,9
915,UP_23_39,-1,23,0,36.225,-121.128,39,GEN,CA,6,9
916,UP_23_40,-1,23,0,38.024,-122.059,40,GEN,CA,6,9
917,UP_23_41,-1,23,0,39.053,-121.696,41,GEN,CA,6,9
918,UP_23_42,-1,23,0,36.54,-119.579,42,GEN,CA,6,9
919,UP_23_43,-1,23,0,34.38,-118.5,43,GEN,CA,6,9
920,UP_23_44,-1,23,0,32.735,-117.208,44,GEN,CA,6,9
921,UP_23_45,-1,23,0,32.679,-117.123,45,GEN,CA,6,9
922,UP_23_46,-1,23,0,32.705,-117.189,46,GEN,CA,6,9
923,UP_23_47,-1,23,0,35.043,-117.645,47,GEN,CA,6,9
924,UP_23_48,-1,23,0,33.777,-118.23,48,GEN,CA,6,9
925,UP_23_49,-1,23,0,37.406,-121.927,49,GEN,CA,6,9
926,UP_23_50,-1,23,0,33.989,-117.681,50,GEN,CA,6,9
927,UP_23_51,-1,23,0,34.159,-119.046,51,GEN,CA,6,9
928,UP_23_52,-1,23,0,33.991,-118.068,52,GEN,CA,6,9
929,UP_23_53,-1,23,0,36.911,-121.767,53,GEN,CA,6,9
930,UP_23_54,-1,23,0,37.367,-121.925,54,GEN,CA,6,9
931,UP_23_55,-1,23,0,33.118,-117.099,55,GEN,CA,6,9
932,UP_23_56,-1,23,0,38.057,-122.216,56,GEN,CA,6,9
933,UP_23_57,-1,23,0,35.209,-119.585,57,GEN,CA,6,9
934,UP_23_58,-1,23,0,38.03,-121.873,58,GEN,CA,6,9
935,UP_23_59,-1,23,0,33.616,-114.686,59,GEN,CA,6,9
936,UP_23_60,-1,23,0,38.017,-121.844,60,GEN,CA,6,9
937,UP_23_61,-1,23,0,32.581,-116.918,61,GEN,CA,6,9
938,UP_23_62,-1,23,0,37.221,-121.746,62,GEN,CA,6,9
939,UP_23_63,-1,23,0,35.28,-119.471,63,GEN,CA,6,9
940,UP_23_64,-1,23,0,34.595,-117.364,64,GEN,CA,6,9
941,UP_23_65,-1,23,0,34.956,-118.844,65,GEN,CA,6,9
942,UP_23_66,-1,23,0,37.425,-121.932,66,GEN,CA,6,9
943,UP_23_67,-1,23,0,38.346,-121.217,67,GEN,CA,6,9
944,UP_23_68,-1,23,0,33.12,-117.118,68,GEN,CA,6,9
945,UP_23_69,-1,23,0,37.377,-121.951,69,GEN,CA,6,9
946,UP_23_70,-1,23,0,33.999,-118.222,70,GEN,CA,6,9
947,UP_23_71,-1,23,0,34.179,-118.315,71,GEN,CA,6,9
948,UP_23_72,-1,23,0,37.488,-120.896,72,GEN,CA,6,9
949,UP_23_73,-1,23,0,38.793,-121.381,73,GEN,CA,6,9
950,UP_23_74,-1,23,0,33.891,-117.608,74,GEN,CA,6,9
951,UP_23_75,-1,23,0,37.05,-122.001,75,GEN,CA,6,9
952,UP_23_76,-1,23,0,38.014,-121.766,76,GEN,CA,6,9
953,UP_23_77,-1,23,0,39.366,-122.27,77,GEN,CA,6,9
954,UP_23_78,-1,23,0,37.483,-120.868,78,GEN,CA,6,9
955,UP_23_79,-1,23,0,37.659,-122.059,79,GEN,CA,6,9
956,UP_23_80,-1,23,0,37.724,-122.478,80,GEN,CA,6,9
957,UP_23_81,-1,23,0,34.029,-117.601,81,GEN,CA,6,9
958,UP_23_82,-1,23,0,37.433,-121.942,82,GEN,CA,6,9
959,UP_23_83,-1,23,0,34.136,-118.127,83,GEN,CA,6,9
960,UP_23_84,-1,23,0,36.684,-119.552,84,GEN,CA,6,9
961,UP_23_85,-1,23,0,32.877,-117.235,85,GEN,CA,6,9
962,UP_23_86,-1,23,0,32.543,-117.068,86,GEN,CA,6,9
963,UP_23_87,-1,23,0,38.466,-122.723,87,GEN,CA,6,9
964,UP_23_88,-1,23,0,38.188,-122.271,88,GEN,CA,6,9
965,UP_23_89,-1,23,0,37.413,-122.028,89,GEN,CA,6,9
966,UP_23_90,-1,23,0,37.543,-122.293,90,GEN,CA,6,9
967,UP_23_91,-1,23,0,37.331,-121.893,91,GEN,CA,6,9
968,UP_23_92,-1,23,0,38.088,-121.388,92,GEN,CA,6,9
