"Start Name","End Name","Start Point","End Point","Distance","Route"
"N_88","N_5","POINT (-108.2096774 44.90967742)","POINT (-109.7 47.68333333)","220.94645653040143","MULTILINESTRING ((-108.20967740000002 44.90967750375482, -108.74515385041428 45.0845242031151), (-108.74515385041428 45.0845242031151, -108.89124453466978 45.361194481480986), (-108.89124453466978 45.361194481480986, -109.03854781191589 45.63789685335389), (-109.03854781191589 45.63789685335389, -109.18707812564945 45.91463846899339), (-109.18707812564945 45.91463846899339, -109.3368501370202 46.19142659594719), (-109.3368501370202 46.19142659594719, -109.4878787286619 46.46826862354154), (-109.4878787286619 46.46826862354154, -109.64017900859656 46.74517206754847), (-109.64017900859656 46.74517206754847, -109.79376631421376 47.02214457503694), (-109.79376631421376 47.02214457503694, -109.94865621632573 47.2991939294196), (-109.94865621632573 47.2991939294196, -109.7 47.68333341269646))"
"N_88","N_92","POINT (-108.2096774 44.90967742)","POINT (-106.6764706 41.7)","235.55389955105642","MULTILINESTRING ((-108.20967740000002 44.90967750375482, -108.04979455889283 44.58867944283797), (-108.04979455889283 44.58867944283797, -107.89142293196662 44.26771611076547), (-107.89142293196662 44.26771611076547, -107.73454206130074 43.946776701525245), (-107.73454206130074 43.946776701525245, -107.5791318398059 43.62585059499078), (-107.5791318398059 43.62585059499078, -107.42517250414461 43.30492734902264), (-107.42517250414461 43.30492734902264, -107.27264462781022 42.98399669189102), (-107.27264462781022 42.98399669189102, -107.12152911436097 42.66304851500209), (-107.12152911436097 42.66304851500209, -106.97180719080514 42.34207286591091), (-106.97180719080514 42.34207286591091, -106.8234604011342 42.02105994160738), (-106.8234604011342 42.02105994160738, -106.67647060000002 41.700000082059454))"
"N_88","N_10","POINT (-108.2096774 44.90967742)","POINT (-111.0862069 45.30344828)","187.08402088977815","MULTILINESTRING ((-108.20967740000002 44.90967750375482, -108.49578444616702 44.951799223347265), (-108.49578444616702 44.951799223347265, -108.72383698039732 45.196200766791264), (-108.72383698039732 45.196200766791264, -108.95355645658472 45.440358299413994), (-108.95355645658472 45.440358299413994, -109.24239370627751 45.48094197745315), (-109.24239370627751 45.48094197745315, -109.53157923100852 45.52091156104762), (-109.53157923100852 45.52091156104762, -109.76537294956354 45.76388168801252), (-109.76537294956354 45.76388168801252, -110.05609534748123 45.80275870961076), (-110.05609534748123 45.80275870961076, -110.40117792283974 45.63712309913503), (-110.40117792283974 45.63712309913503, -110.74454716374628 45.470684459523355), (-110.74454716374628 45.470684459523355, -110.79706417712205 45.266830667188536), (-110.79706417712205 45.266830667188536, -111.0862069 45.30344836374733))"
"N_88","N_27","POINT (-108.2096774 44.90967742)","POINT (-109.4677419 42.53870968)","190.49478399722113","MULTILINESTRING ((-108.20967740000002 44.90967750375482, -108.00630766742252 44.58033172330992), (-108.00630766742252 44.58033172330992, -108.13617458901464 44.343655502335245), (-108.13617458901464 44.343655502335245, -108.26513805442303 44.10696981645119), (-108.26513805442303 44.10696981645119, -108.39320698862674 43.87027066148058), (-108.39320698862674 43.87027066148058, -108.52039020621757 43.633554080165304), (-108.52039020621757 43.633554080165304, -108.64669641297738 43.396816160653344), (-108.64669641297738 43.396816160653344, -108.77213420743124 43.16005303502904), (-108.77213420743124 43.16005303502904, -108.89671208237687 42.923260877886456), (-108.89671208237687 42.923260877886456, -109.34581188101947 42.77590622062626), (-109.34581188101947 42.77590622062626, -109.4677419 42.53870976280105))"
"N_88","N_68","POINT (-108.2096774 44.90967742)","POINT (-105.0810811 44.37567568)","158.25879614175432","MULTILINESTRING ((-108.20967740000002 44.90967750375482, -107.89462569351042 44.85955500359553), (-107.89462569351042 44.85955500359553, -107.58004587741185 44.80869906168616), (-107.58004587741185 44.80869906168616, -107.2659437706848 44.757111549933555), (-107.2659437706848 44.757111549933555, -106.95232513290303 44.70479435748132), (-106.95232513290303 44.70479435748132, -106.6391956638028 44.65174939028066), (-106.6391956638028 44.65174939028066, -106.32656100286952 44.597978570660864), (-106.32656100286952 44.597978570660864, -106.01442672894116 44.54348383689853), (-106.01442672894116 44.54348383689853, -105.70279835982853 44.48826714278725), (-105.70279835982853 44.48826714278725, -105.39168135195288 44.432330457206234), (-105.39168135195288 44.432330457206234, -105.08108110000003 44.37567576368917))"
"N_89","N_59","POINT (-114.6923077 36.55897436)","POINT (-113.4027778 33.45)","227.96018052715337","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.55858752050325 36.24911020467039), (-114.55858752050325 36.24911020467039, -114.42596005196293 35.9390340111979), (-114.42596005196293 35.9390340111979, -114.29441246540297 35.628739182479734), (-114.29441246540297 35.628739182479734, -114.16393212335728 35.31821908328761), (-114.16393212335728 35.31821908328761, -114.03450657648925 35.00746711112899), (-114.03450657648925 35.00746711112899, -113.90612356027806 34.69647669387185), (-113.90612356027806 34.69647669387185, -113.77877099177003 34.385241287421294), (-113.77877099177003 34.385241287421294, -113.65243696639423 34.07375437344473), (-113.65243696639423 34.07375437344473, -113.52710975484074 33.762009457142824), (-113.52710975484074 33.762009457142824, -113.40277780000002 33.45000006506465))"
"N_89","N_13","POINT (-114.6923077 36.55897436)","POINT (-111.4305556 37.83888889)","232.2422392388357","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.37118247598059 36.69092447132927), (-114.37118247598059 36.69092447132927, -114.04893046641449 36.82200479165997), (-114.04893046641449 36.82200479165997, -113.89093969474868 37.20712969043723), (-113.89093969474868 37.20712969043723, -113.73130886525422 37.59198908692345), (-113.73130886525422 37.59198908692345, -113.40401406939502 37.72130174288738), (-113.40401406939502 37.72130174288738, -113.0755778355107 37.84972932040079), (-113.0755778355107 37.84972932040079, -112.74600206877211 37.97726792653108), (-112.74600206877211 37.97726792653108, -112.25300639578923 37.84707730260176), (-112.25300639578923 37.84707730260176, -111.7617577705721 37.71490142924631), (-111.7617577705721 37.71490142924631, -111.43055560000002 37.838888966100804))"
"N_89","N_70","POINT (-114.6923077 36.55897436)","POINT (-116.6818182 39.73030303)","265.8655785769603","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.8836653407681 36.877638788174906), (-114.8836653407681 36.877638788174906, -115.07665730832134 37.19594792765351), (-115.07665730832134 37.19594792765351, -115.27130301746203 37.51390743649451), (-115.27130301746203 37.51390743649451, -115.4676221616449 37.83152289578066), (-115.4676221616449 37.83152289578066, -115.66563471726973 38.148799884563516), (-115.66563471726973 38.148799884563516, -115.86536094803053 38.465743981544094), (-115.86536094803053 38.465743981544094, -115.65378384410786 38.937025768495545), (-115.65378384410786 38.937025768495545, -115.85562990396068 39.25400370062649), (-115.85562990396068 39.25400370062649, -116.05924783019195 39.57067572413829), (-116.05924783019195 39.57067572413829, -116.68181820000002 39.73030310952198))"
"N_89","N_39","POINT (-114.6923077 36.55897436)","POINT (-113.890625 39.6375)","236.8201876938661","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.61510600717892 36.86716196147161), (-114.61510600717892 36.86716196147161, -114.53726656069605 37.175253548772105), (-114.53726656069605 37.175253548772105, -114.85313365286582 37.544213931876136), (-114.85313365286582 37.544213931876136, -114.77557344878122 37.85238671971998), (-114.77557344878122 37.85238671971998, -114.69736373554467 38.16049135256311), (-114.69736373554467 38.16049135256311, -114.21937272677386 38.40682001073165), (-114.21937272677386 38.40682001073165, -114.13822449113025 38.71455228508831), (-114.13822449113025 38.71455228508831, -114.05638956887304 39.02223739729419), (-114.05638956887304 39.02223739729419, -113.97385932964454 39.329883807011186), (-113.97385932964454 39.329883807011186, -113.890625 39.63750007937585))"
"N_89","N_77","POINT (-114.6923077 36.55897436)","POINT (-116.9342105 34.2)","206.52199747374746","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.92278396085953 36.32521824908891), (-114.92278396085953 36.32521824908891, -115.15183555473868 36.090985819915986), (-115.15183555473868 36.090985819915986, -115.37947301391809 35.85627739075582), (-115.37947301391809 35.85627739075582, -115.60570680594381 35.621093154221164), (-115.60570680594381 35.621093154221164, -115.83054733330997 35.385433250960745), (-115.83054733330997 35.385433250960745, -116.05400493317134 35.14929777005208), (-116.05400493317134 35.14929777005208, -116.27608987708348 34.91268674937883), (-116.27608987708348 34.91268674937883, -116.49681237077043 34.67560017599332), (-116.49681237077043 34.67560017599332, -116.71618255391932 34.438037986463875), (-116.71618255391932 34.438037986463875, -116.93421049999999 34.20000006720766))"
"N_89","N_28","POINT (-114.6923077 36.55897436)","POINT (-111.3125 35.215625)","262.0005717258142","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -114.34895934594965 36.429047956758886), (-114.34895934594965 36.429047956758886, -114.17160732187043 36.02661842468152), (-114.17160732187043 36.02661842468152, -113.99612964618436 35.62381031430087), (-113.99612964618436 35.62381031430087, -113.65818738569453 35.49181267304877), (-113.65818738569453 35.49181267304877, -113.32141582478629 35.35883749857815), (-113.32141582478629 35.35883749857815, -112.81853372941828 35.494914181733485), (-112.81853372941828 35.494914181733485, -112.31387025065796 35.628829381355516), (-112.31387025065796 35.628829381355516, -111.8074445198166 35.76057316897738), (-111.8074445198166 35.76057316897738, -111.47278924629545 35.622383477657884), (-111.47278924629545 35.622383477657884, -111.31250000000004 35.21562506995756))"
"N_89","N_21","POINT (-114.6923077 36.55897436)","POINT (-117.8030303 37.15454545)","226.51190099022412","MULTILINESTRING ((-114.69230770000001 36.558974433290096, -115.15881542583351 36.13305492282035), (-115.15881542583351 36.13305492282035, -115.38861562364254 36.43981804095618), (-115.38861562364254 36.43981804095618, -115.69751310695645 36.50119643373857), (-115.69751310695645 36.50119643373857, -116.00691135500195 36.56177587532845), (-116.00691135500195 36.56177587532845, -116.3168050117106 36.62155458732702), (-116.3168050117106 36.62155458732702, -116.62718866170636 36.68053080497466), (-116.62718866170636 36.68053080497466, -116.8646587659138 36.98433322840417), (-116.8646587659138 36.98433322840417, -117.10406436437707 37.28762324782296), (-117.10406436437707 37.28762324782296, -117.41783432787912 37.34454313706999), (-117.41783432787912 37.34454313706999, -117.80303030000002 37.15454552464475))"
"N_45","N_9","POINT (-88.82857143 45.55714286)","POINT (-91.62857143 44.31428571)","161.83130603483664","MULTILINESTRING ((-88.82857143 45.5571429437173, -89.11323007057773 45.435342321059686), (-89.11323007057773 45.435342321059686, -89.3968514516492 45.31298156581642), (-89.3968514516492 45.31298156581642, -89.67943620756965 45.190063682659606), (-89.67943620756965 45.190063682659606, -89.96098504139141 45.06659165008909), (-89.96098504139141 45.06659165008909, -90.24149872376134 44.942568420340905), (-90.24149872376134 44.942568420340905, -90.5209780918221 44.81799691930286), (-90.5209780918221 44.81799691930286, -90.79942404811743 44.692880046436805), (-90.79942404811743 44.692880046436805, -91.0768375595018 44.567220674708906), (-91.0768375595018 44.567220674708906, -91.35321965605472 44.4410216505255), (-91.35321965605472 44.4410216505255, -91.62857143 44.31428579367605))"
"N_45","N_49","POINT (-88.82857143 45.55714286)","POINT (-88.93243243 42.13243243)","237.38968840611363","MULTILINESTRING ((-88.82857143 45.5571429437173, -88.8394361538057 45.21358407101341), (-88.8394361538057 45.21358407101341, -88.85019018283185 44.8703120431809), (-88.85019018283185 44.8703120431809, -88.8608351999465 44.527309271378186), (-88.8608351999465 44.527309271378186, -88.87137285408275 44.184558572649735), (-88.87137285408275 44.184558572649735, -88.88180476108977 43.84204315218664), (-88.88180476108977 43.84204315218664, -88.89213250455813 43.499746586433375), (-88.89213250455813 43.499746586433375, -88.90235763662082 43.15765280699112), (-88.90235763662082 43.15765280699112, -88.91248167873027 42.81574608526919), (-88.91248167873027 42.81574608526919, -88.92250612241267 42.47401101784182), (-88.92250612241267 42.47401101784182, -88.93243243 42.13243251246769))"
"N_45","N_63","POINT (-88.82857143 45.55714286)","POINT (-92.62857143 47.05714286)","226.92158674822832","MULTILINESTRING ((-88.82857143 45.5571429437173, -89.20081681083373 45.7115657559658), (-89.20081681083373 45.7115657559658, -89.57478556537082 45.865024059887816), (-89.57478556537082 45.865024059887816, -89.9504780268102 46.01751109780055), (-89.9504780268102 46.01751109780055, -90.32789431592248 46.16902004303866), (-90.32789431592248 46.16902004303866, -90.9216792981033 46.05492630352114), (-90.9216792981033 46.05492630352114, -91.30150298314719 46.203746603530405), (-91.30150298314719 46.203746603530405, -91.68303108098591 46.351567048908215), (-91.68303108098591 46.351567048908215, -92.06626270842939 46.49838063635542), (-92.06626270842939 46.49838063635542, -92.45119675276611 46.64418029913284), (-92.45119675276611 46.64418029913284, -92.62857143 47.05714294313903))"
"N_45","N_66","POINT (-88.82857143 45.55714286)","POINT (-85.04166667 44.825)","207.42045838892523","MULTILINESTRING ((-88.82857143 45.5571429437173, -88.44621783026858 45.488686684929135), (-88.44621783026858 45.488686684929135, -88.06465272599249 45.419162859460506), (-88.06465272599249 45.419162859460506, -87.68388594452439 45.34857525121429), (-87.68388594452439 45.34857525121429, -87.30392716961683 45.27692767489434), (-87.30392716961683 45.27692767489434, -86.92478594064255 45.20422397478069), (-86.92478594064255 45.20422397478069, -86.5464716518721 45.13046802350687), (-86.5464716518721 45.13046802350687, -86.1689935518087 45.05566372084199), (-86.1689935518087 45.05566372084199, -85.89983179012091 44.713572411403874), (-85.89983179012091 44.713572411403874, -85.52541067663505 44.637032292264344), (-85.52541067663505 44.637032292264344, -85.04166667 44.82500008375024))"
"N_46","N_1","POINT (-108.6891892 39.28108108)","POINT (-105.5769231 38.52051282)","188.83257541946205","MULTILINESTRING ((-108.6891892 39.28108115879323, -108.47028418410558 38.96897062352454), (-108.47028418410558 38.96897062352454, -108.06157419751479 39.135230395211124), (-108.06157419751479 39.135230395211124, -107.74871796024213 39.061122592230554), (-107.74871796024213 39.061122592230554, -107.43650236162858 38.98622959030318), (-107.43650236162858 38.98622959030318, -107.1249321548662 38.910553710866374), (-107.1249321548662 38.910553710866374, -106.81401201802048 38.83409728282435), (-106.81401201802048 38.83409728282435, -106.50374655399133 38.756862642072115), (-106.50374655399133 38.756862642072115, -106.194140290492 38.67885213102174), (-106.194140290492 38.67885213102174, -105.88519768004565 38.600068098131615), (-105.88519768004565 38.600068098131615, -105.5769231 38.52051289743883))"
"N_46","N_92","POINT (-108.6891892 39.28108108)","POINT (-106.6764706 41.7)","198.46058924179394","MULTILINESTRING ((-108.6891892 39.28108115879323, -108.4939904351492 39.52424993109486), (-108.4939904351492 39.52424993109486, -108.29747380669973 39.767131150135626), (-108.29747380669973 39.767131150135626, -108.09962762111365 40.00972627864932), (-108.09962762111365 40.00972627864932, -107.90044007219181 40.252036758281825), (-107.90044007219181 40.252036758281825, -107.69989924024877 40.49406400958656), (-107.69989924024877 40.49406400958656, -107.49799309129571 40.73580943201348), (-107.49799309129571 40.73580943201348, -107.29470947623214 40.97727440388995), (-107.29470947623214 40.97727440388995, -107.0900361300473 41.21846028239529), (-107.0900361300473 41.21846028239529, -106.88396067103172 41.459368403526895), (-106.88396067103172 41.459368403526895, -106.67647060000002 41.700000082059454))"
"N_46","N_13","POINT (-108.6891892 39.28108108)","POINT (-111.4305556 37.83888889)","207.56293661123465","MULTILINESTRING ((-108.6891892 39.28108115879323, -109.15429437508719 39.3522512363925), (-109.15429437508719 39.3522512363925, -109.24612027811855 38.997532218618986), (-109.24612027811855 38.997532218618986, -109.52295634572451 38.85483146565509), (-109.52295634572451 38.85483146565509, -109.9861263492451 38.92288649561389), (-109.9861263492451 38.92288649561389, -110.26122060421349 38.77854148518517), (-110.26122060421349 38.77854148518517, -110.5352263768716 38.63358930941112), (-110.5352263768716 38.63358930941112, -110.6194773493042 38.277917122566116), (-110.6194773493042 38.277917122566116, -110.8909109154787 38.13217408491616), (-110.8909109154787 38.13217408491616, -111.16126965863613 37.98583051027751), (-111.16126965863613 37.98583051027751, -111.43055560000002 37.838888966100804))"
"N_46","N_41","POINT (-108.6891892 39.28108108)","POINT (-111.5166667 40.93333333)","187.78739664750472","MULTILINESTRING ((-108.6891892 39.28108115879323, -108.96609462757168 39.449079264971715), (-108.96609462757168 39.449079264971715, -109.24428740061889 39.616469093453475), (-109.24428740061889 39.616469093453475, -109.5237717163132 39.783247756536944), (-109.5237717163132 39.783247756536944, -109.80455172152337 39.94941232009882), (-109.80455172152337 39.94941232009882, -110.0866315111718 40.1149598034311), (-110.0866315111718 40.1149598034311, -110.37001512656755 40.279887179081605), (-110.37001512656755 40.279887179081605, -110.6547065537157 40.44419137269895), (-110.6547065537157 40.44419137269895, -110.94070972160299 40.60786926288106), (-110.94070972160299 40.60786926288106, -111.22802850046 40.770917681028344), (-111.22802850046 40.770917681028344, -111.5166667 40.93333341120198))"
"N_46","N_31","POINT (-108.6891892 39.28108108)","POINT (-108.0609756 36.05365854)","227.3016025323353","MULTILINESTRING ((-108.6891892 39.28108115879323, -108.62386184758196 38.95854221623896), (-108.62386184758196 38.95854221623896, -108.55911088674038 38.635984329289876), (-108.55911088674038 38.635984329289876, -108.49492878194799 38.31339744093075), (-108.49492878194799 38.31339744093075, -108.43130812742591 37.990771625589076), (-108.43130812742591 37.990771625589076, -108.36824164438579 37.66809708348476), (-108.36824164438579 37.66809708348476, -108.30572217834127 37.34536413517256), (-108.30572217834127 37.34536413517256, -108.2437426964869 37.022563216267486), (-108.2437426964869 37.022563216267486, -108.18229628514253 36.6996848723439), (-108.18229628514253 36.6996848723439, -108.12137614726142 36.37671975400027), (-108.12137614726142 36.37671975400027, -108.0609756 36.05365861207995))"
"N_46","N_27","POINT (-108.6891892 39.28108108)","POINT (-109.4677419 42.53870968)","249.2847219368669","MULTILINESTRING ((-108.6891892 39.28108115879323, -108.763883199877 39.60674647424913), (-108.763883199877 39.60674647424913, -108.40811152158061 39.988900169007614), (-108.40811152158061 39.988900169007614, -108.48226399573875 40.3148281773274), (-108.48226399573875 40.3148281773274, -108.55709589999265 40.64077456811086), (-108.55709589999265 40.64077456811086, -108.63261652126037 40.96675042473982), (-108.63261652126037 40.96675042473982, -108.70883531471479 41.29276700601277), (-108.70883531471479 41.29276700601277, -108.7857619075694 41.618835753799885), (-108.7857619075694 41.618835753799885, -108.86340610296543 41.944968301007), (-108.86340610296543 41.944968301007, -108.94177788396368 42.271176479866654), (-108.94177788396368 42.271176479866654, -109.4677419 42.53870976280105))"
"N_72","N_14","POINT (-82.015625 33.075)","POINT (-85.41891892 31.63243243)","221.76665791516095","MULTILINESTRING ((-82.015625 33.07500006396082, -82.36147801521648 32.93553091225535), (-82.36147801521648 32.93553091225535, -82.7061097091553 32.79498690596549), (-82.7061097091553 32.79498690596549, -83.0495175232787 32.653372199287844), (-83.0495175232787 32.653372199287844, -83.39169904503503 32.510690918332756), (-83.39169904503503 32.510690918332756, -83.73265200625728 32.36694716029113), (-83.73265200625728 32.36694716029113, -84.07237428154353 32.222144992617885), (-84.07237428154353 32.222144992617885, -84.41086388662055 32.076288452231005), (-84.41086388662055 32.076288452231005, -84.74811897669174 31.929381544726475), (-84.74811897669174 31.929381544726475, -85.08413784477047 31.781428243609522), (-85.08413784477047 31.781428243609522, -85.41891892 31.63243248954056))"
"N_72","N_42","POINT (-82.015625 33.075)","POINT (-81.325 36.9)","268.6981625599174","MULTILINESTRING ((-82.015625 33.07500006396082, -81.94959396905185 33.458431735347524), (-81.94959396905185 33.458431735347524, -81.88291550937446 33.841618091232725), (-81.88291550937446 33.841618091232725, -81.81558011870683 34.22457324935705), (-81.81558011870683 34.22457324935705, -81.74757810926332 34.607311451991), (-81.74757810926332 34.607311451991, -81.6788996032175 34.989847074482206), (-81.6788996032175 34.989847074482206, -81.60953452805474 35.372194634076514), (-81.60953452805474 35.372194634076514, -81.5394726117886 35.754368799032136), (-81.5394726117886 35.754368799032136, -81.46870337803679 36.1363843980439), (-81.46870337803679 36.1363843980439, -81.39721614095163 36.518256429997614), (-81.39721614095163 36.518256429997614, -81.325 36.900000074075415))"
"N_72","N_44","POINT (-82.015625 33.075)","POINT (-84 34.80606061)","165.06877333624135","MULTILINESTRING ((-82.015625 33.07500006396082, -82.21012552419526 33.249806344133496), (-82.21012552419526 33.249806344133496, -82.40548995136068 33.42423649262175), (-82.40548995136068 33.42423649262175, -82.60172238773151 33.59828991560287), (-82.60172238773151 33.59828991560287, -82.79882694650401 33.771965995566305), (-82.79882694650401 33.771965995566305, -82.99680774750273 33.94526409120507), (-82.99680774750273 33.94526409120507, -83.19566891683945 34.118183537305015), (-83.19566891683945 34.118183537305015, -83.39541458656316 34.290723644631456), (-83.39541458656316 34.290723644631456, -83.59604889430092 34.46288369981362), (-83.59604889430092 34.46288369981362, -83.79757598288991 34.63466296522657), (-83.79757598288991 34.63466296522657, -84 34.806060678870956))"
"N_72","N_37","POINT (-82.015625 33.075)","POINT (-82.625 30.36071429)","207.0119695602309","MULTILINESTRING ((-82.015625 33.07500006396082, -82.0784357453013 32.804301761454674), (-82.0784357453013 32.804301761454674, -82.14081901746516 32.533453677076366), (-82.14081901746516 32.533453677076366, -82.20277911237552 32.26245108994571), (-82.20277911237552 32.26245108994571, -82.2643202692702 31.991289299687086), (-82.2643202692702 31.991289299687086, -82.64592666068457 31.771128964231615), (-82.64592666068457 31.771128964231615, -82.70560331928296 31.499488604613337), (-82.70560331928296 31.499488604613337, -82.7648798815482 31.227676935191322), (-82.7648798815482 31.227676935191322, -82.82376031198373 30.95568930297239), (-82.82376031198373 30.95568930297239, -82.56588650585617 30.63292906844702), (-82.56588650585617 30.63292906844702, -82.625 30.36071434545828))"
"N_72","N_22","POINT (-82.015625 33.075)","POINT (-79.640625 34.575)","170.9832763952362","MULTILINESTRING ((-82.015625 33.07500006396082, -81.78221321972268 33.22732006795857), (-81.78221321972268 33.22732006795857, -81.54789915854894 33.37912877234461), (-81.54789915854894 33.37912877234461, -81.31268043997648 33.530424624591795), (-81.31268043997648 33.530424624591795, -81.07655471345431 33.681206047177795), (-81.07655471345431 33.681206047177795, -80.839519655065 33.83147143758021), (-80.839519655065 33.83147143758021, -80.60157296821508 33.98121916827338), (-80.60157296821508 33.98121916827338, -80.36271238433315 34.13044758672597), (-80.36271238433315 34.13044758672597, -80.12293566357631 34.27915501540058), (-80.12293566357631 34.27915501540058, -79.88224059554402 34.42733975175486), (-79.88224059554402 34.42733975175486, -79.640625 34.57500006824435))"
"N_73","N_8","POINT (-102.0571429 45.01428571)","POINT (-104.5 47.45)","204.79268308503228","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -102.29344247487126 45.259060669447194), (-102.29344247487126 45.259060669447194, -102.53147319024461 45.50356524051308), (-102.53147319024461 45.50356524051308, -102.77125111999855 45.747800628016286), (-102.77125111999855 45.747800628016286, -103.01279248586387 45.99176792810872), (-103.01279248586387 45.99176792810872, -103.25611365791282 46.23546821182105), (-103.25611365791282 46.23546821182105, -103.50123115500705 46.47890252483844), (-103.50123115500705 46.47890252483844, -103.74816164520126 46.72207188726298), (-103.74816164520126 46.72207188726298, -103.99692194610105 46.96497729336211), (-103.99692194610105 46.96497729336211, -104.24752902517234 47.20761971130335), (-104.24752902517234 47.20761971130335, -104.50000000000003 47.45000008287505))"
"N_73","N_11","POINT (-102.0571429 45.01428571)","POINT (-99.30882353 47.52352941)","217.48014153047882","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -101.7915719054657 45.266877082571064), (-101.7915719054657 45.266877082571064, -101.52399313357775 45.51909786757764), (-101.52399313357775 45.51909786757764, -101.25438802015019 45.77094827605343), (-101.25438802015019 45.77094827605343, -100.98273784924137 46.02242838022679), (-100.98273784924137 46.02242838022679, -100.70902375358605 46.273538196391804), (-100.70902375358605 46.273538196391804, -100.43322671511258 46.524277683986796), (-100.43322671511258 46.524277683986796, -100.1553275655499 46.77464674463701), (-100.1553275655499 46.77464674463701, -99.87530698712716 47.02464522115994), (-99.87530698712716 47.02464522115994, -99.5931455133704 47.27427289653281), (-99.5931455133704 47.27427289653281, -99.30882353 47.523529492820565))"
"N_73","N_40","POINT (-102.0571429 45.01428571)","POINT (-98.38235294 44.93529412)","179.94195104238955","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -101.68934133834215 45.01091434374326), (-101.68934133834215 45.01091434374326, -101.32158216685397 45.00653588563755), (-101.32158216685397 45.00653588563755, -100.95387639060155 45.00115064721349), (-100.95387639060155 45.00115064721349, -100.5862350050609 44.994758908482616), (-100.5862350050609 44.994758908482616, -100.21866899414859 44.98736100159654), (-100.21866899414859 44.98736100159654, -99.85118932825775 44.97895731073066), (-99.85118932825775 44.97895731073066, -99.48380696230001 44.969548271949215), (-99.48380696230001 44.969548271949215, -99.11653283375426 44.95913437305268), (-99.11653283375426 44.95913437305268, -98.74937786072351 44.94771615340708), (-98.74937786072351 44.94771615340708, -98.38235294000002 44.93529420375579))"
"N_73","N_80","POINT (-102.0571429 45.01428571)","POINT (-100.53125 42.809375)","170.5937966453899","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -101.900059435122 44.79415444650591), (-101.900059435122 44.79415444650591, -101.74399854935957 44.573949734817724), (-101.74399854935957 44.573949734817724, -101.58895112350386 44.35366916074123), (-101.58895112350386 44.35366916074123, -101.43490813482002 44.13331024577405), (-101.43490813482002 44.13331024577405, -101.28186065598433 43.91287053018011), (-101.28186065598433 43.91287053018011, -101.12979985403067 43.69234757232219), (-101.12979985403067 43.69234757232219, -100.97871698930594 43.471738948012195), (-100.97871698930594 43.471738948012195, -100.82860341443514 43.251042249875844), (-100.82860341443514 43.251042249875844, -100.67945057329548 43.03025508673369), (-100.67945057329548 43.03025508673369, -100.53125 42.80937508299587))"
"N_73","N_81","POINT (-102.0571429 45.01428571)","POINT (-103.5238095 41.39047619)","261.9778941274189","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -102.21090535682933 44.65158369785516), (-102.21090535682933 44.65158369785516, -102.36302551413698 44.28899635049396), (-102.36302551413698 44.28899635049396, -102.51352877645711 43.92650690386774), (-102.51352877645711 43.92650690386774, -102.66244004357628 43.56409886005697), (-102.66244004357628 43.56409886005697, -102.80978372256024 43.20175605458826), (-102.80978372256024 43.20175605458826, -102.95558373945273 42.83946264076333), (-102.95558373945273 42.83946264076333, -103.09986355065676 42.47720307471187), (-103.09986355065676 42.47720307471187, -103.24264615400733 42.114962101124114), (-103.24264615400733 42.114962101124114, -103.38395409954518 41.75272473962246), (-103.38395409954518 41.75272473962246, -103.52380950000001 41.390476271733725))"
"N_73","N_68","POINT (-102.0571429 45.01428571)","POINT (-105.0810811 44.37567568)","155.05079513902697","MULTILINESTRING ((-102.05714290000002 45.01428579375753, -102.36208413129688 44.953472343702146), (-102.36208413129688 44.953472343702146, -102.66647156596642 44.89197604935623), (-102.66647156596642 44.89197604935623, -102.97030048296189 44.82979899791714), (-102.97030048296189 44.82979899791714, -103.27356622421492 44.76694328659982), (-103.27356622421492 44.76694328659982, -103.57626419478846 44.703411022223364), (-103.57626419478846 44.703411022223364, -103.8783898630152 44.639204320799124), (-103.8783898630152 44.639204320799124, -104.17993876062013 44.57432530712095), (-104.17993876062013 44.57432530712095, -104.4809064828285 44.508776114357296), (-104.4809064828285 44.508776114357296, -104.78128868845866 44.44255888364565), (-104.78128868845866 44.44255888364565, -105.08108110000003 44.37567576368917))"
