IGRP,PLANT_NAME,SITE_NAME,PLANT_CODE,EMM_REGION,FuelRegion,STATE,LAT,LON,UNIT_ID,ECPT,SCAP,HeatRate,CF,R_CO2,CO2_EMIS,CAP_COST,VAR_COST,ACTIVE,SOURCE_TYPE,OGSM_Region
5674,Kenilworth Energy Fa,CAP_GEN_P10805,10805,10,2,NJ,40.67,-74.27,GEN1,EC,24.5,10790,0.64,0.9,0.12,72.94,6.2,,GEN,1
5686,Ada Cogeneration LP,CAP_GEN_P10819,10819,5,5,MI,42.96,-85.49,GEN1,EC,30,10688,0.71,0.9,0.14,80.75,6.3,,GEN,1
1174,Walter Scott Jr Ener,CAP_GEN_P1082,1082,3,8,IA,41.18,-95.84,3,B7,705.18,9925,0.57,0.9,5.66,1154.5,6.55,,GEN,3
117,Cross,CAP_GEN_P130,130,14,13,SC,33.37,-80.11,4,C7,615,9977,0.57,0.9,4.96,1077.86,6.71,,GEN,1
1478,E W Brown,CAP_GEN_P1355,1355,16,16,KY,37.78,-84.71,3,C7,412,11792,0.5,0.9,3.92,850.35,7.48,,GEN,1
1483,Ghent,CAP_GEN_P1356,1356,16,16,KY,38.75,-85.03,1,C7,474,10778,0.67,0.9,4.13,929.22,7.2,,GEN,1
1485,Ghent,CAP_GEN_P1356,1356,16,16,KY,38.75,-85.03,2,C7,495,10792,0.64,0.9,4.32,917.36,7.24,,GEN,1
1488,Ghent,CAP_GEN_P1356,1356,16,16,KY,38.75,-85.03,3,C7,485,11037,0.59,0.9,4.32,916.81,7.24,,GEN,1
1490,Ghent,CAP_GEN_P1356,1356,16,16,KY,38.75,-85.03,4,C7,465,10974,0.63,0.9,4.12,862.89,7.44,,GEN,1
118,Seminole (FL),CAP_GEN_P136,136,2,15,FL,29.73,-81.63,1,C7,626,10049,0.6,0.9,5.08,1050.21,6.96,,GEN,2
119,Seminole (FL),CAP_GEN_P136,136,2,15,FL,29.73,-81.63,2,C7,634,10015,0.65,0.9,5.13,1157.82,6.66,,GEN,2
120,Seminole (FL),CAP_GEN_P136,136,2,15,FL,29.73,-81.63,CT2,EC,1099.4,6431,0.87,0.9,3.29,1012.65,10,,GEN,2
1502,Cane Run,CAP_GEN_P1363,1363,16,16,KY,38.18,-85.88,7B,EC,663,7050,0.77,0.9,2.17,704.1,10,,GEN,1
1503,Mill Creek (KY),CAP_GEN_P1364,1364,16,16,KY,38.05,-85.91,1,C4,300,10756,0.62,0.9,2.6,649.45,8.45,,GEN,1
1505,Mill Creek (KY),CAP_GEN_P1364,1364,16,16,KY,38.05,-85.91,2,C4,297,10782,0.54,0.9,2.59,680.5,8.27,,GEN,1
1507,Mill Creek (KY),CAP_GEN_P1364,1364,16,16,KY,38.05,-85.91,3,C7,391,10490,0.62,0.9,3.31,796.81,7.7,,GEN,1
1509,Mill Creek (KY),CAP_GEN_P1364,1364,16,16,KY,38.05,-85.91,4,C7,477,10394,0.65,0.9,4.01,910.98,7.26,,GEN,1
1523,Paradise,CAP_GEN_P1378,1378,16,16,KY,37.26,-86.97,CTG2,EC,1100,7050,0.6,0.9,3.6,1013.04,10,,GEN,1
1524,Shawnee,CAP_GEN_P1379,1379,16,16,KY,37.15,-88.77,1,B7,134,11452,0.51,0.9,1.24,424.95,10.34,,GEN,1
1528,Shawnee,CAP_GEN_P1379,1379,16,16,KY,37.15,-88.77,2,B7,134,11478,0.5,0.9,1.24,424.02,10.36,,GEN,1
1531,Shawnee,CAP_GEN_P1379,1379,16,16,KY,37.15,-88.77,3,B7,134,11454,0.52,0.9,1.24,425.66,10.34,,GEN,1
1692,Kendall Square Stati,CAP_GEN_P1595,1595,7,1,MA,42.36,-71.07,GEN4,EC,183.1,10007,0.64,0.9,0.85,191.2,2.92,,GEN,1
146,Apache Station,CAP_GEN_P160,160,20,21,AZ,32.06,-109.89,ST3,C4,175,11324,0.58,0.9,1.6,514.09,9.43,,GEN,5
150,GREC,CAP_GEN_P165,165,17,18,OK,36.19,-95.28,2,B7,492,14418,0.5,0.9,5.73,1043.43,6.85,,GEN,3
152,GREC,CAP_GEN_P165,165,17,18,OK,36.19,-95.28,3CT,EC,477,7050,0.51,0.9,1.56,550.32,10,,GEN,3
1727,Potter Station 2,CAP_GEN_P1660,1660,7,1,MA,42.23,-70.96,CC2,EC,62.59,9518,0,0.9,0.27,139.89,11.58,,GEN,1
1728,Potter Station 2,CAP_GEN_P1660,1660,7,1,MA,42.23,-70.96,CC3,EC,15.48,9633,5.00E-03,0.9,0.06,33.76,11.58,,GEN,1
1736,Cleary Flood Hybrid,CAP_GEN_P1682,1682,7,1,MA,41.86,-71.1,9A,EC,17.98,11179,0.01,0.9,0.09,33.21,16.51,,GEN,1
1738,Cleary Flood Hybrid,CAP_GEN_P1682,1682,7,1,MA,41.86,-71.1,CA9,EC,84.98,11179,0.01,0.9,0.44,143.92,16.51,,GEN,1
1748,Dan E Karn,CAP_GEN_P1702,1702,5,5,MI,43.64,-83.84,1A,B7,127.5,11074,1,0.9,1.14,641,8.5,,GEN,1
1751,Dan E Karn,CAP_GEN_P1702,1702,5,5,MI,43.64,-83.84,1B,B7,127.5,10810,0.5,0.9,1.11,7873.22,9999,,GEN,1
1754,Dan E Karn,CAP_GEN_P1702,1702,5,5,MI,43.64,-83.84,2A,B7,117.1,10933,1,0.9,1.03,619.5,8.64,,GEN,1
1757,Dan E Karn,CAP_GEN_P1702,1702,5,5,MI,43.64,-83.84,2B,B7,117.1,11140,0.5,0.9,1.05,7873.22,9999,,GEN,1
1766,J H Campbell,CAP_GEN_P1710,1710,5,5,MI,42.91,-86.2,1,B7,260,10355,0.54,0.9,2.17,617.02,8.65,,GEN,1
1768,J H Campbell,CAP_GEN_P1710,1710,5,5,MI,42.91,-86.2,2,B7,328,10435,0.5,0.9,2.76,744.51,7.94,,GEN,1
1771,J H Campbell,CAP_GEN_P1710,1710,5,5,MI,42.91,-86.2,3,B7,841.39,10236,0.72,0.9,6.96,1477.48,7.17,,GEN,1
1817,Monroe (MI),CAP_GEN_P1733,1733,5,5,MI,41.89,-83.34,1,C7,758,10317,0.55,0.9,6.32,1097.79,6.71,,GEN,1
1819,Monroe (MI),CAP_GEN_P1733,1733,5,5,MI,41.89,-83.34,2,C7,773,10284,0.52,0.9,6.42,1441.89,7.47,,GEN,1
1821,Monroe (MI),CAP_GEN_P1733,1733,5,5,MI,41.89,-83.34,3,C7,773,10385,0.58,0.9,6.49,1439.62,7.47,,GEN,1
175,Thomas Fitzhugh,CAP_GEN_P201,201,17,18,AR,35.46,-93.8,1,EC,162,9074,0.18,0.9,0.68,111.14,3.1,,GEN,3
2114,L L Wilkins,CAP_GEN_P2059,2059,6,17,MS,34.18,-90.56,6,EC,49.5,16556,0,0.9,0.38,9999,9999,,GEN,2
2121,Yazoo,CAP_GEN_P2067,2067,6,17,MS,32.84,-90.42,2,EC,18.6,23523,1.00E-03,0.9,0.2,9999,9999,,GEN,2
2122,Yazoo,CAP_GEN_P2067,2067,6,17,MS,32.84,-90.42,GT1,EC,14.7,23523,1.00E-03,0.9,0.16,9999,9999,,GEN,2
2124,Moselle,CAP_GEN_P2070,2070,6,17,MS,31.52,-89.3,2,EC,118,8412,0.5,0.9,0.46,100.58,3.38,,GEN,2
2128,Moselle,CAP_GEN_P2070,2070,6,17,MS,31.52,-89.3,GTG1,EC,150,8412,0.47,0.9,0.58,127.85,3.38,,GEN,2
2132,Hawthorn,CAP_GEN_P2079,2079,18,9,MO,39.13,-94.47,5,B7,552.2,10407,0.54,0.9,4.64,7873.22,9999,,GEN,3
2134,Hawthorn,CAP_GEN_P2079,2079,18,9,MO,39.13,-94.47,6,EC,120.7,9329,0.06,0.9,0.52,190.01,2.69,,GEN,3
2136,Hawthorn,CAP_GEN_P2079,2079,18,9,MO,39.13,-94.47,9,EC,103.8,9329,0.06,0.9,0.45,134.13,2.69,,GEN,3
2154,Labadie,CAP_GEN_P2103,2103,4,9,MO,38.56,-90.83,1,C1,593,10349,0.77,0.9,4.96,1052.63,6.83,,GEN,3
2155,Labadie,CAP_GEN_P2103,2103,4,9,MO,38.56,-90.83,2,C1,593,10417,0.76,0.9,4.99,1079.62,6.8,,GEN,3
2156,Labadie,CAP_GEN_P2103,2103,4,9,MO,38.56,-90.83,3,C1,593,10388,0.7,0.9,4.98,1064.08,6.79,,GEN,3
2157,Labadie,CAP_GEN_P2103,2103,4,9,MO,38.56,-90.83,4,C1,593,10389,0.75,0.9,4.98,1079.15,6.76,,GEN,3
2159,Meramec,CAP_GEN_P2104,2104,4,9,MO,38.4,-90.33,3,C1,220,12367,0.5,0.9,2.2,633.49,8.55,,GEN,3
2160,Meramec,CAP_GEN_P2104,2104,4,9,MO,38.4,-90.33,4,C1,320,12291,0.5,0.9,3.18,777.87,7.8,,GEN,3
2164,Sioux,CAP_GEN_P2107,2107,4,9,MO,38.91,-90.29,1,C4,487,11532,0.5,0.9,4.54,897.86,7.3,,GEN,3
2166,Sioux,CAP_GEN_P2107,2107,4,9,MO,38.91,-90.29,2,C4,487,11664,0.5,0.9,4.59,897.8,7.3,,GEN,3
2252,New Madrid,CAP_GEN_P2167,2167,4,9,MO,36.51,-89.56,1,C1,575,9936,0.62,0.9,4.62,1072.9,6.77,,GEN,3
2253,New Madrid,CAP_GEN_P2167,2167,4,9,MO,36.51,-89.56,2,C1,571,9880,0.7,0.9,4.56,1051.02,6.93,,GEN,3
2428,Schiller,CAP_GEN_P2367,2367,7,1,NH,43.09,-70.78,6,C1,47.9,18084,0.5,0.9,0.7,136.71,10,,GEN,1
2444,Gilbert,CAP_GEN_P2393,2393,10,2,NJ,40.56,-75.16,4,EC,302.5,11977,7.00E-03,0.9,1.68,76.74,2.3,,GEN,1
2447,Bergen Generating St,CAP_GEN_P2398,2398,10,2,NJ,40.83,-74.02,1101,EC,1245,7727,0.16,0.9,4.47,115.09,2.19,,GEN,1
2460,PSEG Linden Generati,CAP_GEN_P2406,2406,10,2,NJ,40.62,-74.2,1001,EC,1300,7436,0.3,0.9,4.49,284.21,2.15,,GEN,1
2473,PSEG Sewaren Generat,CAP_GEN_P2411,2411,10,2,NJ,40.55,-74.24,702,EC,538,7050,0.74,0.9,1.76,602.66,10,,GEN,1
2480,Four Corners,CAP_GEN_P2442,2442,20,21,NM,36.69,-108.48,4,B5,770,9862,0.57,0.9,6.14,1162.67,6.55,,GEN,5
2485,Four Corners,CAP_GEN_P2442,2442,20,21,NM,36.69,-108.48,5,B5,770,9786,0.56,0.9,6.09,1460.89,7.42,,GEN,5
2496,San Juan,CAP_GEN_P2451,2451,20,21,NM,36.8,-108.43,1,B3,340,11426,0.64,0.9,3.14,773.94,8,,GEN,5
2509,San Juan,CAP_GEN_P2451,2451,20,21,NM,36.8,-108.43,4,B3,506.99,11198,0.68,0.9,4.59,968.08,7.08,,GEN,5
2553,Ravenswood,CAP_GEN_P2500,2500,8,2,NY,40.75,-73.94,4,EC,240.1,7419,0.65,0.9,0.82,198.74,2.95,,GEN,1
2584,Bethlehem Energy Cen,CAP_GEN_P2539,2539,9,2,NY,42.59,-73.76,7,EC,815.5,7050,0.67,0.9,2.67,165.12,2.29,,GEN,1
2597,Dunkirk Generating P,CAP_GEN_P2554,2554,9,2,NY,42.49,-79.34,1,B7,75,13888,0.5,0.9,0.84,335.23,11.65,,GEN,1
2603,Dunkirk Generating P,CAP_GEN_P2554,2554,9,2,NY,42.49,-79.34,3,B7,185,11140,0.5,0.9,1.66,7873.22,9999,,GEN,1
2606,Dunkirk Generating P,CAP_GEN_P2554,2554,9,2,NY,42.49,-79.34,ST4,B7,185,11140,0.5,0.9,1.66,7873.22,9999,,GEN,1
32,E C Gaston,CAP_GEN_P26,26,15,17,AL,33.24,-86.45,5,B5,832,10442,0.5,0.9,7.02,1557.26,7.22,,GEN,2
225,Dynegy Moss Landing,CAP_GEN_P260,260,21,23,CA,36.8,-121.78,CT1B,EC,1020,7050,0.49,0.9,3.34,156.47,2.09,,GEN,6
2712,Asheville,CAP_GEN_P2706,2706,14,13,NC,35.47,-82.54,CT5,EC,306,7050,0.73,0.9,1,390.88,10,,GEN,1
2814,R M Heskett,CAP_GEN_P2790,2790,3,7,ND,46.86,-100.88,1,C1,29.5,13919,0.5,0.9,0.33,94.01,10,,GEN,7
2815,R M Heskett,CAP_GEN_P2790,2790,3,7,ND,46.86,-100.88,2,C4,74.8,13265,0.61,0.9,0.8,326.67,11.8,,GEN,7
2822,Leland Olds,CAP_GEN_P2817,2817,19,7,ND,47.28,-101.32,1,C4,221,11985,0.55,0.9,2.14,1234.93,8.65,,GEN,7
2824,Leland Olds,CAP_GEN_P2817,2817,19,7,ND,47.28,-101.32,2,C4,445,11800,0.55,0.9,4.24,1842.38,7.21,,GEN,7
2828,Milton R Young,CAP_GEN_P2823,2823,3,7,ND,47.06,-101.21,1,C4,237,11787,0.8,0.9,2.25,653.81,8.43,,GEN,7
2831,Milton R Young,CAP_GEN_P2823,2823,3,7,ND,47.06,-101.21,2,C4,447,11534,0.79,0.9,4.17,906.02,7.28,,GEN,7
2834,Cardinal,CAP_GEN_P2828,2828,11,4,OH,40.25,-80.64,1,C7,585,9908,0.64,0.9,4.68,998.17,6.98,,GEN,1
2836,Cardinal,CAP_GEN_P2828,2828,11,4,OH,40.25,-80.64,2,C7,585,9872,0.63,0.9,4.67,1006.94,6.96,,GEN,1
2838,Cardinal,CAP_GEN_P2828,2828,11,4,OH,40.25,-80.64,3,C7,620,10087,0.59,0.9,5.05,1073.14,6.77,,GEN,1
2852,Miami Fort,CAP_GEN_P2832,2832,11,4,OH,39.11,-84.8,7,C7,510,10322,0.7,0.9,4.25,954.25,7.12,,GEN,1
2854,Miami Fort,CAP_GEN_P2832,2832,11,4,OH,39.11,-84.8,8,C7,510,10387,0.75,0.9,4.28,905.44,7.28,,GEN,1
2860,Avon Lake,CAP_GEN_P2836,2836,11,4,OH,41.5,-82.05,9,C1,627,10928,0.5,0.9,5.54,1018.02,6.92,,GEN,1
2908,W H Sammis,CAP_GEN_P2866,2866,11,4,OH,40.53,-80.63,5,C4,290,11945,0.5,0.9,2.8,680.02,8.28,,GEN,1
2910,W H Sammis,CAP_GEN_P2866,2866,11,4,OH,40.53,-80.63,6,H7,600,11221,0.5,0.9,5.44,1045.9,6.84,,GEN,1
2913,W H Sammis,CAP_GEN_P2866,2866,11,4,OH,40.53,-80.63,7,H7,600,11279,0.5,0.9,5.47,1037.21,6.87,,GEN,1
2923,Kyger Creek,CAP_GEN_P2876,2876,11,4,OH,38.91,-82.12,1,C7,194,10797,0.64,0.9,1.69,504.22,9.38,,GEN,1
2925,Kyger Creek,CAP_GEN_P2876,2876,11,4,OH,38.91,-82.12,2,C7,192.2,10759,0.61,0.9,1.67,508.83,9.34,,GEN,1
2927,Kyger Creek,CAP_GEN_P2876,2876,11,4,OH,38.91,-82.12,3,C7,192.2,10760,0.6,0.9,1.67,518.87,9.39,,GEN,1
6,Barry,CAP_GEN_P3,3,15,17,AL,31,-88.01,5,C7,756.5,10010,0.5,0.9,6.12,1447.86,7.45,,GEN,2
8,Barry,CAP_GEN_P3,3,15,17,AL,31,-88.01,A2C1,EC,1136.2,7060,0.81,0.9,3.73,148.56,2.14,,GEN,2
9,Barry,CAP_GEN_P3,3,15,17,AL,31,-88.01,A3ST,EC,685,6431,0.87,0.9,2.04,721.23,10,,GEN,2
3029,Anadarko Plant,CAP_GEN_P3006,3006,17,18,OK,35.08,-98.23,4,EC,282,8608,0.21,0.9,1.12,228.59,3.67,,GEN,3
3080,Brunot Island,CAP_GEN_P3096,3096,11,3,PA,40.46,-80.04,2A,EC,243.5,10855,0.03,0.9,1.22,47.05,2.66,,GEN,1
3100,Conemaugh,CAP_GEN_P3118,3118,10,3,PA,40.38,-79.06,1,C7,849.99,9792,0.61,0.9,6.73,1547.99,7.24,,GEN,1
3105,Conemaugh,CAP_GEN_P3118,3118,10,3,PA,40.38,-79.06,2,C7,849.98,9722,0.68,0.9,6.68,1540.95,7.26,,GEN,1
3113,Homer City Generatin,CAP_GEN_P3122,3122,11,3,PA,40.51,-79.19,1,CX,626.09,10780,0.5,0.9,5.45,1042.99,6.85,,GEN,1
3117,Homer City Generatin,CAP_GEN_P3122,3122,11,3,PA,40.51,-79.19,2,CX,613.29,10866,0.5,0.9,5.39,2100.21,6.83,,GEN,1
3121,Homer City Generatin,CAP_GEN_P3122,3122,11,3,PA,40.51,-79.19,3,C7,648.89,10493,0.5,0.9,5.5,1070.15,6.78,,GEN,1
3124,Seward (PA),CAP_GEN_P3130,3130,10,3,PA,40.4,-79.03,FB1,B3,521,11115,0.52,0.9,4.68,920.18,7.23,,GEN,1
3128,Keystone,CAP_GEN_P3136,3136,10,3,PA,40.66,-79.34,1,C7,849.99,9925,0.68,0.9,6.82,1531.47,7.27,,GEN,1
3138,Keystone,CAP_GEN_P3136,3136,10,3,PA,40.66,-79.34,2,C7,849.99,9912,0.65,0.9,6.81,1546.89,7.24,,GEN,1
3152,Brunner Island,CAP_GEN_P3140,3140,10,3,PA,40.09,-76.69,1,B3,306,11909,0.5,0.9,2.94,660.66,8.39,,GEN,1
3154,Brunner Island,CAP_GEN_P3140,3140,10,3,PA,40.09,-76.69,2,C4,363,11327,0.5,0.9,3.32,736.29,7.98,,GEN,1
3156,Brunner Island,CAP_GEN_P3140,3140,10,3,PA,40.09,-76.69,3,C4,742,10850,0.5,0.9,6.51,1166.72,6.54,,GEN,1
3168,TalenEnergy Montour,CAP_GEN_P3149,3149,10,3,PA,41.07,-76.66,1,C7,752,11140,0.5,0.9,6.77,7873.22,9999,,GEN,1
3172,TalenEnergy Montour,CAP_GEN_P3149,3149,10,3,PA,41.07,-76.66,2,C7,752,10679,0.5,0.9,6.49,1129.2,6.57,,GEN,1
6186,Sithe Independence S,CAP_GEN_P54547,54547,9,2,NY,43.49,-76.45,1,EC,980.2,7380,0.37,0.9,3.36,142.95,2.16,,GEN,1
6197,Saranac Facility,CAP_GEN_P54574,54574,9,2,NY,44.71,-73.45,GEN2,EC,239.3,8713,0.02,0.9,0.97,114.68,2.6,,GEN,1
6201,Tanner Street Genera,CAP_GEN_P54586,54586,7,1,MA,42.63,-71.31,TRENT,EC,75,9027,0.03,0.9,0.31,127.21,4.22,,GEN,1
6202,Massena Energy Facil,CAP_GEN_P54592,54592,9,2,NY,44.95,-74.89,GEN1,EC,46,8804,7.00E-03,0.9,0.18,90.45,4.32,,GEN,1
6203,Massena Energy Facil,CAP_GEN_P54592,54592,9,2,NY,44.95,-74.89,GEN2,EC,35,8804,7.00E-03,0.9,0.14,68.82,4.32,,GEN,1
6205,Batavia Power Plant,CAP_GEN_P54593,54593,9,2,NY,42.98,-78.15,GEN1,EC,48.8,9476,0.03,0.9,0.21,106.65,5.18,,GEN,1
6210,St Nicholas Cogen Pr,CAP_GEN_P54634,54634,10,3,PA,40.82,-76.17,SNCP,B3,86,15737,0.87,0.9,1.09,356.05,11.3,,GEN,1
6212,NAEA Lakewood LLC,CAP_GEN_P54640,54640,10,2,NJ,40.06,-74.16,GEN1,EC,247.9,8136,0.12,0.9,0.93,108.49,2.6,,GEN,1
6228,Oyster Creek Unit VI,CAP_GEN_P54676,54676,1,18,TX,28.98,-95.34,G81,EC,379,10368,0.7,0.9,1.82,43.65,4.54,,GEN,2
6241,Yuma Cogeneration As,CAP_GEN_P54694,54694,20,21,AZ,32.72,-114.65,GEN1,EC,52.2,9756,0.11,0.9,0.23,96.69,4.98,,GEN,5
6258,Goal Line LP,CAP_GEN_P54749,54749,22,23,CA,33.11,-117.1,STG,EC,49.4,9239,0.04,0.9,0.21,25.8,10.2,,GEN,6
6266,Hermiston Generating,CAP_GEN_P54761,54761,23,22,OR,45.8,-119.37,GEN2,EC,464,7505,0.67,0.9,1.62,97.07,5.71,,GEN,6
6276,Milford Power LP,CAP_GEN_P54805,54805,7,1,MA,42.12,-71.51,GT-1,EC,204.8,8664,0.13,0.9,0.82,178.35,3.23,,GEN,1
6280,Johnson County,CAP_GEN_P54817,54817,1,18,TX,32.39,-97.4,GT-1,EC,163,8140,0.27,0.9,0.61,207.07,2.61,,GEN,2
6281,Johnson County,CAP_GEN_P54817,54817,1,18,TX,32.39,-97.4,ST-1,EC,104,8140,0.27,0.9,0.39,132.11,2.61,,GEN,2
6282,Brandywine Power Fac,CAP_GEN_P54832,54832,10,10,MD,38.66,-76.86,1,EC,230,8496,0.34,0.9,0.9,109.55,2.72,,GEN,1
6854,Tracy Combined Cycle,CAP_GEN_P55933,55933,21,23,CA,37.71,-121.49,TCC1,EC,320.1,8194,0.28,0.9,1.22,187.47,2.44,,GEN,6
6859,Warren County,CAP_GEN_P55939,55939,13,12,VA,38.97,-78.17,CT01,EC,1472.2,7050,0.65,0.9,4.82,1236.27,10,,GEN,1
6865,Wansley Combined Cyc,CAP_GEN_P55965,55965,15,14,GA,33.4,-85.03,ST7,EC,1184.8,7050,0.8,0.9,3.88,178.5,2,,GEN,1
6869,Cosumnes,CAP_GEN_P55970,55970,21,23,CA,38.33,-121.12,2,EC,545,7050,0.71,0.9,1.78,147.59,2.15,,GEN,6
6872,Hunterstown Power Pl,CAP_GEN_P55976,55976,10,3,PA,39.87,-77.16,101,EC,810,7087,0.8,0.9,2.67,155.93,2.27,,GEN,1
6873,Bluffview,CAP_GEN_P55977,55977,24,21,NM,36.71,-108.21,STG1,EC,58,7837,0.69,0.9,0.21,62.54,4.46,,GEN,5
6878,Palomar Energy,CAP_GEN_P55985,55985,22,23,CA,33.12,-117.11,CTG1,EC,581.4,7117,0.38,0.9,1.92,153.92,2.02,,GEN,6
6883,Ashtabula,CAP_GEN_P55990,55990,11,4,OH,41.89,-80.76,3,EC,23.4,18274,0.77,0.9,0.19,9999,9999,,GEN,1
72,Lowman Energy Center,CAP_GEN_P56,56,15,17,AL,31.48,-87.91,LEC2,EC,658.9,6431,0.87,0.9,1.97,700.88,10,,GEN,2
6905,Donald Von Raesfeld,CAP_GEN_P56026,56026,21,23,CA,37.37,-121.95,STG,EC,147.8,8430,0.52,0.9,0.57,85.01,3.24,,GEN,6
6906,Fox Energy Center,CAP_GEN_P56031,56031,3,6,WI,44.32,-88.2,CTG1,EC,574.1,7050,0.74,0.9,1.88,147.2,2.04,,GEN,1
6913,Malburg,CAP_GEN_P56041,56041,22,23,CA,33.99,-118.22,M3,EC,139,8253,0.5,0.9,0.53,88.72,3.28,,GEN,6
6916,Magnolia Power Proje,CAP_GEN_P56046,56046,22,23,CA,34.17,-118.31,1,EC,301,7399,0.52,0.9,1.03,185.73,2.58,,GEN,6
6917,CPV Towantic Energy,CAP_GEN_P56047,56047,7,1,CT,41.48,-73.12,STG,EC,789.1,7050,0.76,0.9,2.58,799.74,10,,GEN,1
6930,Elm Road Generating,CAP_GEN_P56068,56068,3,6,WI,42.84,-87.83,1,B5,636.29,9537,0.7,0.9,4.9,1051.81,6.82,,GEN,1
6933,Elm Road Generating,CAP_GEN_P56068,56068,3,6,WI,42.84,-87.83,2,B5,632.79,9473,0.68,0.9,4.84,1039.92,6.86,,GEN,1
6942,Walnut Energy Center,CAP_GEN_P56078,56078,21,23,CA,37.48,-120.89,2,EC,269,7822,0.49,0.9,0.97,109.23,2.56,,GEN,6
6952,Currant Creek,CAP_GEN_P56102,56102,25,20,UT,39.82,-111.89,CT1B,EC,524,7480,0.49,0.9,1.82,127.37,2.11,,GEN,5
6953,Mankato Energy Cente,CAP_GEN_P56104,56104,3,7,MN,44.19,-94,CTG1,EC,187,7459,0.38,0.9,0.64,264.53,10,,GEN,3
6954,Mankato Energy Cente,CAP_GEN_P56104,56104,3,7,MN,44.19,-94,CTG2,EC,167,7459,0.38,0.9,0.57,184.83,2.58,,GEN,3
6955,Mankato Energy Cente,CAP_GEN_P56104,56104,3,7,MN,44.19,-94,STG1,EC,300,7459,0.38,0.9,1.04,161.72,2.58,,GEN,3
6984,McIntosh Combined Cy,CAP_GEN_P56150,56150,15,14,GA,32.34,-81.18,11ST,EC,590,7050,0.74,0.9,1.93,224.35,1.93,,GEN,1
6985,McIntosh Combined Cy,CAP_GEN_P56150,56150,15,14,GA,32.34,-81.18,C11B,EC,725.6,7050,0.74,0.9,2.38,162.37,1.93,,GEN,1
6990,Faribault Energy Par,CAP_GEN_P56164,56164,3,7,MN,44.33,-93.29,EU01,EC,261,7410,0.28,0.9,0.89,186.61,2.72,,GEN,3
7000,Nebo Power Station,CAP_GEN_P56177,56177,25,20,UT,40.06,-111.72,GT1,EC,130,8622,0.37,0.9,0.52,112.99,3.4,,GEN,5
7004,Pinelawn Power LLC,CAP_GEN_P56188,56188,8,2,NY,40.73,-73.38,CTG,EC,47,8789,0.17,0.9,0.19,101.57,4.18,,GEN,1
7005,Pinelawn Power LLC,CAP_GEN_P56188,56188,8,2,NY,40.73,-73.38,STG,EC,27.5,8789,0.17,0.9,0.11,60.51,4.18,,GEN,1
7009,500MW CC,CAP_GEN_P56196,56196,8,2,NY,40.78,-73.9,CA01,EC,168.7,7588,0.52,0.9,0.59,166.87,2.22,,GEN,1
7010,500MW CC,CAP_GEN_P56196,56196,8,2,NY,40.78,-73.9,CT01,EC,306.6,7588,0.52,0.9,1.08,150.38,2.22,,GEN,1
7031,TS Power Plant,CAP_GEN_P56224,56224,25,20,NV,40.74,-116.53,1,B7,218.4,10430,0.55,0.9,1.84,299.5,10,,GEN,5
7034,Port Westward,CAP_GEN_P56227,56227,23,22,OR,46.17,-123.17,2,EC,392.2,7050,0.73,0.9,1.28,148.71,2.37,,GEN,6
7037,Caithness Long Islan,CAP_GEN_P56234,56234,8,2,NY,40.81,-72.94,CT01,EC,187.7,7437,0.77,0.9,0.64,196.17,2.63,,GEN,1
7038,Caithness Long Islan,CAP_GEN_P56234,56234,8,2,NY,40.81,-72.94,ST01,EC,129.6,7437,0.77,0.9,0.44,158.09,2.63,,GEN,1
7039,Lake Side Power Plan,CAP_GEN_P56237,56237,25,20,UT,40.33,-111.75,CT01,EC,1176,7382,0.48,0.9,4.03,151.54,2.04,,GEN,5
7053,Empire Generating Co,CAP_GEN_P56259,56259,9,2,NY,42.62,-73.75,CT11,EC,310,7410,0.63,0.9,1.06,141.16,2.03,,GEN,1
7054,Empire Generating Co,CAP_GEN_P56259,56259,9,2,NY,42.62,-73.75,ST13,EC,270,7410,0.63,0.9,0.93,245.9,2.03,,GEN,1
7079,Roseville Energy Par,CAP_GEN_P56298,56298,21,23,CA,38.79,-121.38,3,EC,151,8465,0.2,0.9,0.59,111.57,3.38,,GEN,6
7089,Trigen St. Louis,CAP_GEN_P56309,56309,4,9,MO,38.63,-90.18,CT-1,EC,10,13098,0,0.9,0.06,9999,9999,,GEN,3
7091,Trigen St. Louis,CAP_GEN_P56309,56309,4,9,MO,38.63,-90.18,ST-3,EC,18,10852,0,0.9,0.09,9999,9999,,GEN,3
7096,Wygen 2,CAP_GEN_P56319,56319,24,19,WY,44.29,-105.38,1,B7,90,11997,0.91,0.9,0.87,217.92,10,,GEN,5
7122,Quail Run Energy Cen,CAP_GEN_P56349,56349,1,18,TX,31.84,-102.31,CT1B,EC,472.2,8590,0.28,0.9,1.88,97.73,2.68,,GEN,4
7123,Colorado Bend Energy,CAP_GEN_P56350,56350,1,18,TX,29.28,-96.06,CT1A,EC,546,8498,0.46,0.9,2.15,99.15,2.63,,GEN,2
7126,Clearwater Power Pla,CAP_GEN_P56356,56356,22,23,CA,33.89,-117.6,CT1,EC,28,7444,0.05,0.9,0.09,75.92,6.36,,GEN,6
569,Stanton Energy Cente,CAP_GEN_P564,564,2,15,FL,28.48,-81.16,1,C4,454.99,10696,0.52,0.9,3.93,889.79,7.34,,GEN,2
