"IGRP","PLANT_NAME","SITE_NAME","PLANT_CODE","EMM_REGION","FuelRegion","STATE","LAT","LON","UNIT_ID","ECPT","SCAP","HeatRate","CF","R_CO2","CO2_EMIS","CAP_COST","VAR_COST","ACTIVE","SOURCE_TYPE","HR_ADJ"
5739.00,"Signal Hill Generati","CAP_GEN_P50127",50127.00,1.00,18.00,"TX",33.86,-98.58,"GTB","EC",76.10,13994.00,0.01,0.90,0.49,48.70,4.22,,"GEN",
5791.00,"Bethpage Power Plant","CAP_GEN_P50292",50292.00,8.00,2.00,"NY",40.74,-73.49,"GEN3","EC",55.00,8943.00,0.33,0.90,0.22,28.16,4.55,,"GEN",
5794.00,"Bethpage Power Plant","CAP_GEN_P50292",50292.00,8.00,2.00,"NY",40.74,-73.49,"GEN6","EC",82.00,8943.00,0.33,0.90,0.34,125.46,4.55,,"GEN",
5824.00,"Newark Bay Cogenerat","CAP_GEN_P50385",50385.00,10.00,2.00,"NJ",40.72,-74.13,"GEN1","EC",120.20,9469.00,0.03,0.90,0.52,78.08,3.43,,"GEN",
5841.00,"Indeck Silver Spring","CAP_GEN_P50449",50449.00,9.00,2.00,"NY",42.65,-78.07,"GEN2","EC",51.90,9928.00,0.07,0.90,0.23,49.93,4.88,,"GEN",
5951.00,"Parlin Power Plant","CAP_GEN_P50799",50799.00,10.00,2.00,"NJ",40.46,-74.32,"GEN2","EC",73.40,10050.00,9.0e-03,0.90,0.34,95.22,4.51,,"GEN",
5952.00,"Parlin Power Plant","CAP_GEN_P50799",50799.00,10.00,2.00,"NJ",40.46,-74.32,"GEN4","EC",41.20,10050.00,0.01,0.90,0.19,52.62,4.51,,"GEN",
5953.00,"Odyssey Energy Altur","CAP_GEN_P50815",50815.00,1.00,18.00,"TX",29.81,-95.10,"GEN1","EC",596.30,11648.00,0.65,0.90,3.23,92.15,2.42,,"GEN",
5961.00,"TES Filer City Stati","CAP_GEN_P50835",50835.00,5.00,5.00,"MI",44.21,-86.28,"GEN1","B7",60.00,12851.00,0.93,0.90,0.62,161.97,10.00,,"GEN",
5966.00,"OLS Energy Chino","CAP_GEN_P50850",50850.00,22.00,23.00,"CA",33.99,-117.68,"GEN2","EC",29.00,9595.00,0.03,0.90,0.12,20.91,6.12,,"GEN",
5967.00,"CSUCI Site Authority","CAP_GEN_P50851",50851.00,22.00,23.00,"CA",34.16,-119.04,"GEN2","EC",28.30,8843.00,0.01,0.90,0.11,25.22,6.34,,"GEN",
5989.00,"Northampton Generati","CAP_GEN_P50888",50888.00,10.00,3.00,"PA",40.69,-75.47,"GEN1","B3",112.00,10953.00,0.50,0.90,0.99,417.50,10.44,,"GEN",
6005.00,"Hardee Power Station","CAP_GEN_P50949",50949.00,2.00,15.00,"FL",27.63,-81.96,"GEN1","EC",140.00,8697.00,0.31,0.90,0.56,112.72,2.78,,"GEN",
6006.00,"Hardee Power Station","CAP_GEN_P50949",50949.00,2.00,15.00,"FL",27.63,-81.96,"GEN3","EC",78.00,8697.00,0.31,0.90,0.31,125.60,2.78,,"GEN",
6008.00,"Sunnyside Cogen Asso","CAP_GEN_P50951",50951.00,25.00,20.00,"UT",39.54,-110.39,"GEN1","B3",51.00,12180.00,0.87,0.90,0.50,143.37,10.00,,"GEN",
6016.00,"Scrubgrass Reclamati","CAP_GEN_P50974",50974.00,10.00,3.00,"PA",41.26,-79.81,"GEN1","B3",83.20,13809.00,0.50,0.90,0.92,310.41,12.07,,"GEN",
6018.00,"Carr Street Generati","CAP_GEN_P50978",50978.00,9.00,2.00,"NY",43.06,-76.08,"GEN2","EC",70.00,8727.00,0.12,0.90,0.28,66.72,3.98,,"GEN",
6019.00,"Carr Street Generati","CAP_GEN_P50978",50978.00,9.00,2.00,"NY",43.06,-76.08,"GEN3","EC",23.00,8727.00,0.12,0.90,0.09,44.48,3.98,,"GEN",
6025.00,"Ocean State Power","CAP_GEN_P51030",51030.00,7.00,1.00,"RI",42.01,-71.66,"GEN2","EC",142.40,8254.00,0.52,0.90,0.54,99.81,2.79,,"GEN",
6026.00,"Ocean State Power","CAP_GEN_P51030",51030.00,7.00,1.00,"RI",42.01,-71.66,"GEN3","EC",76.20,8254.00,0.35,0.90,0.29,106.84,2.79,,"GEN",
6033.00,"Doswell Energy Cente","CAP_GEN_P52019",52019.00,13.00,12.00,"VA",37.82,-77.44,"GEN1","EC",209.40,8674.00,0.67,0.90,0.84,131.10,2.39,,"GEN",
6101.00,"Kennedy Internationa","CAP_GEN_P54114",54114.00,8.00,2.00,"NY",40.64,-73.77,"GEN1","EC",126.10,9124.00,0.43,0.90,0.53,93.26,3.66,,"GEN",
6104.00,"Fortistar North Tona","CAP_GEN_P54131",54131.00,9.00,2.00,"NY",43.04,-78.85,"GEN1","EC",36.80,8676.00,0.01,0.90,0.14,109.50,4.95,,"GEN",
6105.00,"Fortistar North Tona","CAP_GEN_P54131",54131.00,9.00,2.00,"NY",43.04,-78.85,"GEN2","EC",20.00,8676.00,0.01,0.90,0.08,44.92,4.95,,"GEN",
6122.00,"Saguaro Power","CAP_GEN_P54271",54271.00,25.00,20.00,"NV",36.04,-115.01,"CTG2","EC",72.00,9169.00,0.82,0.90,0.30,33.81,7.65,,"GEN",
6123.00,"Saguaro Power","CAP_GEN_P54271",54271.00,25.00,20.00,"NV",36.04,-115.01,"STG","EC",29.00,9169.00,0.82,0.90,0.12,26.29,7.65,,"GEN",
6137.00,"Ocean State Power II","CAP_GEN_P54324",54324.00,7.00,1.00,"RI",42.01,-71.67,"GEN1","EC",142.40,8684.00,0.43,0.90,0.57,99.79,2.79,,"GEN",
6138.00,"Ocean State Power II","CAP_GEN_P54324",54324.00,7.00,1.00,"RI",42.01,-71.67,"GEN3","EC",76.20,8684.00,0.34,0.90,0.30,106.82,2.79,,"GEN",
6146.00,"Nevada Cogen Associa","CAP_GEN_P54349",54349.00,25.00,20.00,"NV",36.22,-114.87,"GTA","EC",93.10,9547.00,0.88,0.90,0.41,25.61,7.85,,"GEN",
6147.00,"Nevada Cogen Assoc#1","CAP_GEN_P54350",54350.00,25.00,20.00,"NV",36.34,-114.92,"GTB","EC",85.50,9251.00,0.95,0.90,0.36,25.38,7.47,,"GEN",
6149.00,"Orange Cogeneration","CAP_GEN_P54365",54365.00,2.00,15.00,"FL",27.87,-81.82,"APC1","EC",110.60,8183.00,0.39,0.90,0.42,73.69,3.82,,"GEN",
6166.00,"Mulberry Cogeneratio","CAP_GEN_P54426",54426.00,2.00,15.00,"FL",27.84,-81.87,"GT1","EC",78.00,8770.00,0.38,0.90,0.31,137.12,3.64,,"GEN",
6167.00,"Mulberry Cogeneratio","CAP_GEN_P54426",54426.00,2.00,15.00,"FL",27.84,-81.87,"ST1","EC",37.00,8770.00,0.38,0.90,0.15,66.75,3.64,,"GEN",
6170.00,"Orlando Cogen LP","CAP_GEN_P54466",54466.00,2.00,15.00,"FL",28.44,-81.41,"GEN1","EC",120.00,8109.00,0.93,0.90,0.45,166.62,15.08,,"GEN",
6174.00,"Sumas Power Plant","CAP_GEN_P54476",54476.00,23.00,22.00,"WA",48.99,-122.27,"GEN2","EC",125.50,8454.00,0.45,0.90,0.49,74.85,3.37,,"GEN",
6180.00,"Ferndale Generating","CAP_GEN_P54537",54537.00,23.00,22.00,"WA",48.82,-122.68,"CT1B","EC",172.00,7554.00,0.55,0.90,0.60,247.32,10.00,,"GEN",
6181.00,"Ferndale Generating","CAP_GEN_P54537",54537.00,23.00,22.00,"WA",48.82,-122.68,"ST1","EC",98.00,7554.00,0.55,0.90,0.34,231.57,10.00,,"GEN",
6284.00,"Gordonsville Energy","CAP_GEN_P54844",54844.00,13.00,12.00,"VA",38.12,-78.20,"GOR1","EC",136.80,8302.00,0.41,0.90,0.52,130.16,3.72,,"GEN",
6285.00,"Gordonsville Energy","CAP_GEN_P54844",54844.00,13.00,12.00,"VA",38.12,-78.20,"GOR3","EC",81.20,9633.00,0.41,0.90,0.36,78.48,3.72,,"GEN",
6304.00,"Brooklyn Navy Yard C","CAP_GEN_P54914",54914.00,8.00,2.00,"NY",40.69,-73.97,"02","EC",179.97,9397.00,0.88,0.90,0.78,82.48,6.71,,"GEN",
6305.00,"Brooklyn Navy Yard C","CAP_GEN_P54914",54914.00,8.00,2.00,"NY",40.69,-73.97,"04","EC",69.96,9397.00,0.88,0.90,0.30,32.99,6.71,,"GEN",
6306.00,"Michigan Power LP","CAP_GEN_P54915",54915.00,5.00,5.00,"MI",43.93,-86.42,"G001","EC",128.00,9147.00,0.72,0.90,0.54,99.69,3.07,,"GEN",
6333.00,"LSP-Cottage Grove LP","CAP_GEN_P55010",55010.00,3.00,7.00,"MN",44.79,-92.91,"CTG1","EC",154.00,8363.00,0.34,0.90,0.59,73.07,8.31,,"GEN",
6334.00,"LSP-Cottage Grove LP","CAP_GEN_P55010",55010.00,3.00,7.00,"MN",44.79,-92.91,"STG1","EC",97.00,8363.00,0.34,0.90,0.37,45.82,11.08,,"GEN",
6335.00,"LSP-Whitewater LP","CAP_GEN_P55011",55011.00,3.00,6.00,"WI",42.85,-88.73,"CTG1","EC",161.99,8208.00,0.37,0.90,0.61,78.80,10.73,,"GEN",
6336.00,"LSP-Whitewater LP","CAP_GEN_P55011",55011.00,3.00,6.00,"WI",42.85,-88.73,"STG1","EC",98.99,8208.00,0.37,0.90,0.37,48.78,10.73,,"GEN",
6339.00,"Dighton Power Plant","CAP_GEN_P55026",55026.00,7.00,1.00,"MA",41.83,-71.12,"UNT1","EC",163.40,8008.00,0.22,0.90,0.60,257.43,3.30,,"GEN",
6342.00,"Mid-Georgia Cogenera","CAP_GEN_P55040",55040.00,15.00,14.00,"GA",32.48,-83.60,"CT1","EC",203.00,8745.00,0.06,0.90,0.82,125.50,2.46,,"GEN",
6343.00,"Mid-Georgia Cogenera","CAP_GEN_P55040",55040.00,15.00,14.00,"GA",32.48,-83.60,"ST1","EC",100.00,8745.00,0.06,0.90,0.40,121.95,2.46,,"GEN",
6344.00,"Berkshire Power","CAP_GEN_P55041",55041.00,7.00,1.00,"MA",42.04,-72.64,"GEN2","EC",229.30,7451.00,0.26,0.90,0.79,298.87,2.83,,"GEN",
6345.00,"Bridgeport Energy Pr","CAP_GEN_P55042",55042.00,7.00,1.00,"CT",41.16,-73.18,"GEN1","EC",532.00,7098.00,0.54,0.90,1.75,143.63,2.21,,"GEN",
6346.00,"Cherokee County Coge","CAP_GEN_P55043",55043.00,14.00,13.00,"SC",35.07,-81.61,"ST1","EC",86.00,8279.00,0.44,0.90,0.33,75.37,3.88,,"GEN",
6347.00,"Pasadena Cogeneratio","CAP_GEN_P55047",55047.00,1.00,18.00,"TX",29.72,-95.17,"CTG1","EC",720.00,7652.00,0.54,0.90,2.56,184.43,2.50,,"GEN",
6387.00,"Rhode Island State E","CAP_GEN_P55107",55107.00,7.00,1.00,"RI",41.80,-71.51,"CTG1","EC",554.00,7082.00,0.62,0.90,1.82,147.36,2.08,,"GEN",
6406.00,"Sutter Energy Center","CAP_GEN_P55112",55112.00,20.00,23.00,"CA",39.05,-121.69,"CT01","EC",530.00,7685.00,0.20,0.90,1.89,166.30,2.12,,"GEN",
6408.00,"Magic Valley Generat","CAP_GEN_P55123",55123.00,1.00,18.00,"TX",26.34,-98.19,"CTG2","EC",682.00,7338.00,0.49,0.90,2.32,237.22,2.40,,"GEN",
6409.00,"Griffith Energy LLC","CAP_GEN_P55124",55124.00,20.00,21.00,"AZ",35.05,-114.13,"STG","EC",570.00,7262.00,0.52,0.90,1.92,248.54,2.01,,"GEN",
6411.00,"Milford Power Projec","CAP_GEN_P55126",55126.00,7.00,1.00,"CT",41.22,-73.10,"CA01","EC",534.30,7322.00,0.70,0.90,1.82,311.29,2.77,,"GEN",
6414.00,"Desert Basin","CAP_GEN_P55129",55129.00,20.00,21.00,"AZ",32.90,-111.78,"CTG1","EC",324.00,7415.00,0.35,0.90,1.11,198.35,2.42,,"GEN",
6416.00,"Desert Basin","CAP_GEN_P55129",55129.00,20.00,21.00,"AZ",32.90,-111.78,"STG","EC",253.00,7415.00,0.35,0.90,0.87,309.77,2.42,,"GEN",
6417.00,"Kendall County Gener","CAP_GEN_P55131",55131.00,12.00,5.00,"IL",41.48,-88.25,"CTG1","EC",1140.00,7636.00,0.61,0.90,4.05,192.66,2.60,,"GEN",
6418.00,"Tenaska Gateway Gene","CAP_GEN_P55132",55132.00,1.00,18.00,"TX",32.01,-94.62,"GTG3","EC",442.90,7431.00,0.43,0.90,1.53,88.60,12.97,,"GEN",
6419.00,"Tenaska Gateway Gene","CAP_GEN_P55132",55132.00,1.00,18.00,"TX",32.01,-94.62,"STG1","EC",401.97,7431.00,0.43,0.90,1.39,238.62,12.97,,"GEN",
6421.00,"Rio Nogales Power Pr","CAP_GEN_P55137",55137.00,1.00,18.00,"TX",29.59,-97.97,"CTG3","EC",777.00,7229.00,0.49,0.90,2.61,790.82,10.00,,"GEN",
6423.00,"Wolf Hollow I LP","CAP_GEN_P55139",55139.00,1.00,18.00,"TX",32.33,-97.73,"CTG1","EC",750.50,7528.00,0.31,0.90,2.62,242.12,2.35,,"GEN",
6426.00,"Hays Energy Project","CAP_GEN_P55144",55144.00,1.00,18.00,"TX",29.78,-97.98,"U1","EC",941.00,7671.00,0.35,0.90,3.35,283.18,2.89,,"GEN",
6427.00,"Green Country Energy","CAP_GEN_P55146",55146.00,17.00,18.00,"OK",35.98,-95.93,"STG3","EC",783.00,7253.00,0.63,0.90,2.64,130.29,2.71,,"GEN",
6429.00,"Lake Road Generating","CAP_GEN_P55149",55149.00,7.00,1.00,"CT",41.87,-71.89,"U1","EC",828.80,7434.00,0.73,0.90,2.86,318.66,2.81,,"GEN",
6430.00,"La Paloma Generating","CAP_GEN_P55151",55151.00,21.00,23.00,"CA",35.29,-119.59,"GEN2","EC",1010.00,7502.00,0.21,0.90,3.52,294.60,2.74,,"GEN",
6431.00,"Guadalupe Generating","CAP_GEN_P55153",55153.00,1.00,18.00,"TX",29.62,-98.14,"CTG1","EC",1011.60,7092.00,0.59,0.90,3.33,146.07,2.16,,"GEN",
6432.00,"Lost Pines 1 Power P","CAP_GEN_P55154",55154.00,1.00,18.00,"TX",30.14,-97.27,"CTA","EC",169.00,7299.00,0.51,0.90,0.57,80.73,4.15,,"GEN",
6434.00,"Lost Pines 1 Power P","CAP_GEN_P55154",55154.00,1.00,18.00,"TX",30.14,-97.27,"CTB","EC",169.00,7299.00,0.51,0.90,0.57,79.75,4.15,,"GEN",
6436.00,"Lost Pines 1 Power P","CAP_GEN_P55154",55154.00,1.00,18.00,"TX",30.14,-97.27,"ST","EC",172.00,7299.00,0.51,0.90,0.58,89.48,4.15,,"GEN",
6448.00,"Bastrop Energy Cente","CAP_GEN_P55168",55168.00,1.00,18.00,"TX",30.14,-97.55,"0002","EC",526.00,8004.00,0.46,0.90,1.95,154.44,2.01,,"GEN",
6449.00,"Granite Ridge","CAP_GEN_P55170",55170.00,7.00,1.00,"NH",42.90,-71.42,"CT12","EC",678.00,7433.00,0.44,0.90,2.34,237.23,2.39,,"GEN",
6450.00,"Bosque County Peakin","CAP_GEN_P55172",55172.00,1.00,18.00,"TX",31.85,-97.35,"GT-2","EC",758.00,7050.00,0.62,0.90,2.48,172.03,2.51,,"GEN",
6451.00,"Acadia Energy Center","CAP_GEN_P55173",55173.00,6.00,18.00,"LA",30.42,-92.41,"CT11","EC",1058.20,7672.00,0.63,0.90,3.77,162.27,2.03,,"GEN",
6453.00,"Eastman Cogeneration","CAP_GEN_P55176",55176.00,17.00,18.00,"TX",32.44,-94.69,"GEN1","EC",417.20,10087.00,0.55,0.90,1.95,168.21,2.14,,"GEN",
6454.00,"South Point Energy C","CAP_GEN_P55177",55177.00,20.00,21.00,"AZ",34.86,-114.53,"ST1","EC",550.00,7995.00,0.39,0.90,2.04,172.60,2.04,,"GEN",
6455.00,"Dogwood Energy Facil","CAP_GEN_P55178",55178.00,18.00,9.00,"MO",38.79,-94.30,"CT-2","EC",656.43,8137.00,0.33,0.90,2.48,87.54,9.65,,"GEN",
6456.00,"Rathdrum Power LLC","CAP_GEN_P55179",55179.00,23.00,19.00,"ID",47.78,-116.92,"STG1","EC",248.00,7100.00,0.71,0.90,0.81,121.94,2.78,,"GEN",
6457.00,"Sunrise Power LLC","CAP_GEN_P55182",55182.00,21.00,23.00,"CA",35.21,-119.58,"STG","EC",545.00,7133.00,0.54,0.90,1.80,108.41,3.97,,"GEN",
6458.00,"Nelson Energy Center","CAP_GEN_P55183",55183.00,12.00,5.00,"IL",41.77,-89.60,"ST1","EC",586.00,7258.00,0.60,0.90,1.97,642.48,10.00,,"GEN",
6459.00,"Channelview Cogenera","CAP_GEN_P55187",55187.00,1.00,18.00,"TX",29.83,-95.12,"GT2","EC",767.00,10642.00,0.77,0.90,3.79,152.73,4.46,,"GEN",
6460.00,"Cordova Energy","CAP_GEN_P55188",55188.00,12.00,5.00,"IL",41.71,-90.28,"PT31","EC",521.20,7050.00,0.24,0.90,1.70,179.88,2.07,,"GEN",
3464.00,"Silas Ray","CAP_GEN_P3559",3559.00,1.00,18.00,"TX",25.91,-97.52,"6","EC",62.00,10394.00,0.08,0.90,0.29,49.93,4.38,,"GEN",
309.00,"Mountainview Generat","CAP_GEN_P358",358.00,22.00,23.00,"CA",34.08,-117.24,"MV3B","EC",1018.00,7874.00,0.31,0.90,3.73,138.81,2.08,,"GEN",
3487.00,"J Robert Massengale","CAP_GEN_P3604",3604.00,17.00,18.00,"TX",33.60,-101.84,"6A","EC",74.00,9508.00,0.15,0.90,0.32,37.40,4.40,,"GEN",
3506.00,"Sam Rayburn","CAP_GEN_P3631",3631.00,1.00,18.00,"TX",28.89,-97.13,"10","EC",37.00,9824.00,0.11,0.90,0.16,54.08,2.97,,"GEN",
3510.00,"Sam Rayburn","CAP_GEN_P3631",3631.00,1.00,18.00,"TX",28.89,-97.13,"8","EC",146.00,9824.00,0.11,0.90,0.66,71.63,2.97,,"GEN",
321.00,"Grayson","CAP_GEN_P377",377.00,22.00,23.00,"CA",34.15,-118.27,"2","EC",38.00,11605.00,6.0e-03,0.90,0.20,64.05,5.56,,"GEN",
323.00,"Grayson","CAP_GEN_P377",377.00,22.00,23.00,"CA",34.15,-118.27,"8A","EC",72.00,11605.00,6.0e-03,0.90,0.38,87.64,5.56,,"GEN",
3603.00,"Chesterfield","CAP_GEN_P3797",3797.00,13.00,12.00,"VA",37.38,-77.38,"5","C7",336.00,10228.00,0.50,0.90,2.77,745.98,8.01,,"GEN",
3605.00,"Chesterfield","CAP_GEN_P3797",3797.00,13.00,12.00,"VA",37.38,-77.38,"6","B5",670.00,10176.00,0.50,0.90,5.51,1109.80,6.67,,"GEN",
3607.00,"Chesterfield","CAP_GEN_P3797",3797.00,13.00,12.00,"VA",37.38,-77.38,"CT7","EC",282.00,7445.00,0.65,0.90,0.97,237.60,2.98,,"GEN",
3608.00,"Chesterfield","CAP_GEN_P3797",3797.00,13.00,12.00,"VA",37.38,-77.38,"CW7","EC",110.00,7445.00,0.65,0.90,0.38,92.02,2.98,,"GEN",
3620.00,"Possum Point","CAP_GEN_P3804",3804.00,13.00,12.00,"VA",38.53,-77.28,"6B","EC",340.00,7179.00,0.59,0.90,1.13,135.84,2.01,,"GEN",
3621.00,"Possum Point","CAP_GEN_P3804",3804.00,13.00,12.00,"VA",38.53,-77.28,"6ST","EC",233.00,7433.00,0.59,0.90,0.80,240.48,2.01,,"GEN",
3635.00,"Transalta Centralia","CAP_GEN_P3845",3845.00,23.00,22.00,"WA",46.75,-122.86,"2","C4",670.00,11172.00,0.51,0.90,6.05,1427.15,7.50,,"GEN",
335.00,"El Centro Hybrid","CAP_GEN_P389",389.00,20.00,23.00,"CA",32.80,-115.54,"2","EC",32.50,8158.00,0.36,0.90,0.12,50.18,3.58,,"GEN",
336.00,"El Centro Hybrid","CAP_GEN_P389",389.00,20.00,23.00,"CA",32.80,-115.54,"2A","EC",73.00,8158.00,0.36,0.90,0.27,133.82,3.58,,"GEN",
338.00,"El Centro Hybrid","CAP_GEN_P389",389.00,20.00,23.00,"CA",32.80,-115.54,"31","EC",120.00,8158.00,0.36,0.90,0.45,70.25,3.58,,"GEN",
3668.00,"John E Amos","CAP_GEN_P3935",3935.00,11.00,11.00,"WV",38.47,-81.82,"1","C7",800.00,9896.00,0.50,0.90,6.40,1457.19,7.43,,"GEN",
3754.00,"Port Washington Gene","CAP_GEN_P4040",4040.00,3.00,6.00,"WI",43.38,-87.86,"1CT1","EC",1245.80,7050.00,0.61,0.90,4.08,153.11,2.05,,"GEN",
3755.00,"South Oak Creek","CAP_GEN_P4041",4041.00,3.00,6.00,"WI",42.84,-87.82,"5","C7",242.20,10575.00,0.50,0.90,2.07,1083.24,8.86,,"GEN",
3757.00,"South Oak Creek","CAP_GEN_P4041",4041.00,3.00,6.00,"WI",42.84,-87.82,"6","C7",253.80,10419.00,0.50,0.90,2.13,1117.62,8.76,,"GEN",
3759.00,"South Oak Creek","CAP_GEN_P4041",4041.00,3.00,6.00,"WI",42.84,-87.82,"7","C7",306.50,10444.00,0.54,0.90,2.58,621.80,8.44,,"GEN",
3761.00,"South Oak Creek","CAP_GEN_P4041",4041.00,3.00,6.00,"WI",42.84,-87.82,"8","C7",309.50,10577.00,0.50,0.90,2.64,601.48,8.41,,"GEN",
3775.00,"Edgewater","CAP_GEN_P4050",4050.00,3.00,6.00,"WI",43.71,-87.70,"5","B7",405.30,10563.00,0.50,0.90,3.46,1727.20,7.45,,"GEN",
3805.00,"Weston","CAP_GEN_P4078",4078.00,3.00,6.00,"WI",44.86,-89.65,"3","B1",338.70,9957.00,0.50,0.90,2.72,1457.26,8.01,,"GEN",
3808.00,"Weston","CAP_GEN_P4078",4078.00,3.00,6.00,"WI",44.86,-89.65,"4","B7",549.80,9527.00,0.68,0.90,4.23,906.24,7.24,,"GEN",
371.00,"Valley (CA)","CAP_GEN_P408",408.00,22.00,23.00,"CA",34.24,-118.39,"6","EC",310.00,7383.00,0.31,0.90,1.06,146.94,2.09,,"GEN",
372.00,"Valley (CA)","CAP_GEN_P408",408.00,22.00,23.00,"CA",34.24,-118.39,"8","EC",209.00,7383.00,0.31,0.90,0.71,189.33,2.09,,"GEN",
3861.00,"Dave Johnston","CAP_GEN_P4158",4158.00,25.00,19.00,"WY",42.83,-105.77,"1","C1",93.00,10934.00,0.69,0.90,0.82,380.10,10.88,,"GEN",
3862.00,"Dave Johnston","CAP_GEN_P4158",4158.00,25.00,19.00,"WY",42.83,-105.77,"2","C1",102.00,10908.00,0.73,0.90,0.89,383.52,10.83,,"GEN",
3863.00,"Dave Johnston","CAP_GEN_P4158",4158.00,25.00,19.00,"WY",42.83,-105.77,"3","B7",220.00,11306.00,0.64,0.90,2.01,611.01,8.69,,"GEN",
3866.00,"Dave Johnston","CAP_GEN_P4158",4158.00,25.00,19.00,"WY",42.83,-105.77,"4","B7",330.00,11358.00,0.63,0.90,3.03,790.02,7.73,,"GEN",
3868.00,"Naughton","CAP_GEN_P4162",4162.00,25.00,19.00,"WY",41.75,-110.59,"1","C4",156.00,11049.00,0.86,0.90,1.39,471.99,9.71,,"GEN",
3870.00,"Naughton","CAP_GEN_P4162",4162.00,25.00,19.00,"WY",41.75,-110.59,"2","C4",201.00,11041.00,0.78,0.90,1.79,547.69,8.96,,"GEN",
385.00,"Glenarm","CAP_GEN_P422",422.00,22.00,23.00,"CA",34.12,-118.14,"ST1","EC",84.00,9602.00,0.04,0.90,0.37,207.37,10.00,,"GEN",
3896.00,"John P Madgett","CAP_GEN_P4271",4271.00,3.00,6.00,"WI",44.30,-91.91,"1","B7",389.80,11449.00,0.50,0.90,3.60,848.63,7.62,,"GEN",
5842.00,"Indeck Oswego Energy","CAP_GEN_P50450",50450.00,9.00,2.00,"NY",43.47,-76.49,"GEN1","EC",36.30,9440.00,0.04,0.90,0.15,102.09,4.82,,"GEN",
5843.00,"Indeck Oswego Energy","CAP_GEN_P50450",50450.00,9.00,2.00,"NY",43.47,-76.49,"GEN2","EC",14.30,9440.00,0.04,0.90,0.06,48.04,4.82,,"GEN",
5844.00,"Indeck Yerkes Energy","CAP_GEN_P50451",50451.00,9.00,2.00,"NY",42.96,-78.91,"GEN1","EC",32.10,10229.00,0.04,0.90,0.15,106.24,4.87,,"GEN",
5845.00,"Indeck Yerkes Energy","CAP_GEN_P50451",50451.00,9.00,2.00,"NY",42.96,-78.91,"GEN2","EC",15.20,10229.00,0.04,0.90,0.07,48.56,4.87,,"GEN",
5846.00,"Indeck Corinth Energ","CAP_GEN_P50458",50458.00,9.00,2.00,"NY",43.25,-73.81,"GEN1","EC",73.10,8107.00,0.48,0.90,0.27,133.71,3.40,,"GEN",
5847.00,"Indeck Corinth Energ","CAP_GEN_P50458",50458.00,9.00,2.00,"NY",43.25,-73.81,"GEN2","EC",54.10,8107.00,0.48,0.90,0.20,95.00,3.40,,"GEN",
5865.00,"Harbor Cogen","CAP_GEN_P50541",50541.00,22.00,23.00,"CA",33.77,-118.23,"GEN1","EC",101.70,13643.00,0.01,0.90,0.64,172.87,3.69,,"GEN",
5870.00,"Rosemary Power Stati","CAP_GEN_P50555",50555.00,13.00,13.00,"NC",36.45,-77.65,"GEN1","EC",165.00,9629.00,0.02,0.90,0.73,135.95,3.09,,"GEN",
5871.00,"Frontier","CAP_GEN_P50558",50558.00,17.00,18.00,"OK",35.44,-97.62,"GT01","EC",120.00,8460.00,0.21,0.90,0.47,138.41,3.64,,"GEN",
5873.00,"Eagle Point Power Ge","CAP_GEN_P50561",50561.00,10.00,2.00,"NJ",39.87,-75.15,"GTG1","EC",170.00,8762.00,0.08,0.90,0.69,78.01,6.04,,"GEN",
5874.00,"Eagle Point Power Ge","CAP_GEN_P50561",50561.00,10.00,2.00,"NJ",39.87,-75.15,"STG1","EC",74.00,8762.00,0.23,0.90,0.30,47.36,6.04,,"GEN",
5889.00,"Westwood Generation","CAP_GEN_P50611",50611.00,10.00,3.00,"PA",40.61,-76.45,"GEN1","B3",30.00,16277.00,0.51,0.90,0.39,95.25,10.00,,"GEN",
5917.00,"JM Shafer Generating","CAP_GEN_P50707",50707.00,24.00,20.00,"CO",40.09,-104.77,"LMB","EC",272.10,9633.00,0.33,0.90,1.21,60.73,3.48,,"GEN",
5928.00,"Sterling Power Plant","CAP_GEN_P50744",50744.00,9.00,2.00,"NY",43.08,-75.60,"GEN1","EC",54.80,9771.00,0.02,0.90,0.24,115.79,4.86,,"GEN",
5930.00,"Agnews Power Plant","CAP_GEN_P50748",50748.00,21.00,23.00,"CA",37.40,-121.92,"GEN2","EC",31.70,9231.00,0.05,0.90,0.13,24.22,6.22,,"GEN",
5947.00,"Panther Creek Energy","CAP_GEN_P50776",50776.00,10.00,3.00,"PA",40.85,-75.87,"GEN1","B3",80.00,13240.00,0.50,0.90,0.85,316.66,11.99,,"GEN",
6034.00,"Doswell Energy Cente","CAP_GEN_P52019",52019.00,13.00,12.00,"VA",37.82,-77.44,"GEN3","EC",123.00,8674.00,0.67,0.90,0.49,153.57,2.39,,"GEN",
6035.00,"Doswell Energy Cente","CAP_GEN_P52019",52019.00,13.00,12.00,"VA",37.82,-77.44,"GEN4","EC",209.40,8674.00,0.67,0.90,0.84,131.10,2.39,,"GEN",
6036.00,"Doswell Energy Cente","CAP_GEN_P52019",52019.00,13.00,12.00,"VA",37.82,-77.44,"GEN6","EC",123.00,8674.00,0.67,0.90,0.49,153.57,2.39,,"GEN",
6039.00,"Dartmouth Power Asso","CAP_GEN_P52026",52026.00,7.00,1.00,"MA",41.67,-70.99,"GEN1","EC",62.10,8968.00,0.05,0.90,0.25,84.58,4.56,,"GEN",
