TECH,MNUMCR,MNUMYR,CAPAVAIL,CAPLAN,CAPNEW
SMR,10,36,0,0,0.1
SMR,10,37,0,0,0.1
SMR,10,38,0,0,0.1
SMR,10,39,0,0,0.1
SMR,10,40,0,0,0.1
SMR,10,41,0,0,0.1
SMR,10,42,0,0,0.1
SMR,10,43,0,0,0.1
SMR,10,44,0,0,0.1
SMR,10,45,0,0,0.1
SMR,10,46,0,0,0.1
SMR,10,47,0,0,0.1
SMR,10,48,0,0,0.1
SMR,10,49,0,0,0.1
SMR,10,50,0,0,0.1
SMR,10,51,0,0,0.1
SMR,10,52,0,0,0.1
SMR,10,53,0,0,0.1
SMR,10,54,0,0,0.1
SMR,10,55,0,0,0.1
SMR,10,56,0,0,0.1
SMR,10,57,0,0,0.1
SMR,10,58,0,0,0.1
SMR,10,59,0,0,0.1
SMR,10,60,0,0,0.1
SMR,10,61,0,0,0.1
SMR,11,1,0,0,0.1
SMR,11,2,0,0,0.1
SMR,11,3,0,0,0.1
SMR,11,4,0,0,0.1
SMR,11,5,0,0,0.1
SMR,11,6,0,0,0.1
SMR,11,7,0,0,0.1
SMR,11,8,0,0,0.1
SMR,11,9,0,0,0.1
SMR,11,10,0,0,0.1
SMR,11,11,0,0,0.1
SMR,11,12,0,0,0.1
SMR,11,13,0,0,0.1
SMR,11,14,0,0,0.1
SMR,11,15,0,0,0.1
SMR,11,16,0,0,0.1
SMR,11,17,0,0,0.1
SMR,11,18,0,0,0.1
SMR,11,19,0,0,0.1
SMR,11,20,0,0,0.1
SMR,11,21,0,0,0.1
SMR,11,22,0,0,0.1
SMR,11,23,0,0,0.1
SMR,11,24,0,0,0.1
SMR,11,25,0,0,0.1
SMR,11,26,0,0,0.1
SMR,11,27,0,0,0.1
SMR,11,28,0,0,0.1
SMR,11,29,0,0,0.1
SMR,11,30,0,0,0.1
SMR,11,31,0,0,0.1
SMR,11,32,0,0,0.1
SMR,11,33,0,0,0.1
SMR,11,34,0,0,0.1
SMR,11,35,0,0,0.1
