Policy,Tech,MNUMYR,Value
LCA_TECH,AE_LC,39,0
LCA_TECH,AE_LC,40,0
LCA_TECH,AE_LC,41,0
LCA_TECH,AE_LC,42,0
LCA_TECH,AE_LC,43,0
LCA_TECH,AE_LC,44,0
LCA_TECH,AE_LC,45,0
LCA_TECH,AE_LC,46,0
LCA_TECH,AE_LC,47,0
LCA_TECH,AE_LC,48,0
LCA_TECH,AE_LC,49,0
LCA_TECH,AE_LC,50,0
LCA_TECH,AE_LC,51,0
LCA_TECH,AE_LC,52,0
LCA_TECH,AE_LC,53,0
LCA_TECH,AE_LC,54,0
LCA_TECH,AE_LC,55,0
LCA_TECH,AE_LC,56,0
LCA_TECH,AE_LC,57,0
LCA_TECH,AE_LC,58,0
LCA_TECH,AE_LC,59,0
LCA_TECH,AE_LC,60,0
LCA_TECH,AE_LC,61,0
LCA_TECH,AE_GRID,1,0
LCA_TECH,AE_GRID,2,0
LCA_TECH,AE_GRID,3,0
LCA_TECH,AE_GRID,4,0
LCA_TECH,AE_GRID,5,0
LCA_TECH,AE_GRID,6,0
LCA_TECH,AE_GRID,7,0
LCA_TECH,AE_GRID,8,0
LCA_TECH,AE_GRID,9,0
LCA_TECH,AE_GRID,10,0
LCA_TECH,AE_GRID,11,0
LCA_TECH,AE_GRID,12,0
LCA_TECH,AE_GRID,13,0
LCA_TECH,AE_GRID,14,0
LCA_TECH,AE_GRID,15,0
LCA_TECH,AE_GRID,16,0
LCA_TECH,AE_GRID,17,0
LCA_TECH,AE_GRID,18,0
LCA_TECH,AE_GRID,19,0
LCA_TECH,AE_GRID,20,0
LCA_TECH,AE_GRID,21,0
LCA_TECH,AE_GRID,22,0
LCA_TECH,AE_GRID,23,0
LCA_TECH,AE_GRID,24,1
LCA_TECH,AE_GRID,25,1
LCA_TECH,AE_GRID,26,1
LCA_TECH,AE_GRID,27,1
LCA_TECH,AE_GRID,28,1
LCA_TECH,AE_GRID,29,1
LCA_TECH,AE_GRID,30,1
LCA_TECH,AE_GRID,31,1
LCA_TECH,AE_GRID,32,1
LCA_TECH,AE_GRID,33,1
LCA_TECH,AE_GRID,34,1
LCA_TECH,AE_GRID,35,1
LCA_TECH,AE_GRID,36,1
LCA_TECH,AE_GRID,37,1
LCA_TECH,AE_GRID,38,1
LCA_TECH,AE_GRID,39,1
LCA_TECH,AE_GRID,40,1
LCA_TECH,AE_GRID,41,1
LCA_TECH,AE_GRID,42,1
LCA_TECH,AE_GRID,43,1
LCA_TECH,AE_GRID,44,1
LCA_TECH,AE_GRID,45,1
LCA_TECH,AE_GRID,46,1
LCA_TECH,AE_GRID,47,1
LCA_TECH,AE_GRID,48,1
LCA_TECH,AE_GRID,49,1
LCA_TECH,AE_GRID,50,1
LCA_TECH,AE_GRID,51,1
LCA_TECH,AE_GRID,52,1
LCA_TECH,AE_GRID,53,1
LCA_TECH,AE_GRID,54,1
LCA_TECH,AE_GRID,55,1
LCA_TECH,AE_GRID,56,1
LCA_TECH,AE_GRID,57,1
LCA_TECH,AE_GRID,58,1
LCA_TECH,AE_GRID,59,1
LCA_TECH,AE_GRID,60,1
LCA_TECH,AE_GRID,61,1
LCA_TECH,PEM_RENEW,1,0
LCA_TECH,PEM_RENEW,2,0
LCA_TECH,PEM_RENEW,3,0
LCA_TECH,PEM_RENEW,4,0
LCA_TECH,PEM_RENEW,5,0
LCA_TECH,PEM_RENEW,6,0
LCA_TECH,PEM_RENEW,7,0
LCA_TECH,PEM_RENEW,8,0
LCA_TECH,PEM_RENEW,9,0
LCA_TECH,PEM_RENEW,10,0
LCA_TECH,PEM_RENEW,11,0
LCA_TECH,PEM_RENEW,12,0
LCA_TECH,PEM_RENEW,13,0
LCA_TECH,PEM_RENEW,14,0
LCA_TECH,PEM_RENEW,15,0
LCA_TECH,PEM_RENEW,16,0
LCA_TECH,PEM_RENEW,17,0
LCA_TECH,PEM_RENEW,18,0
LCA_TECH,PEM_RENEW,19,0
LCA_TECH,PEM_RENEW,20,0
LCA_TECH,PEM_RENEW,21,0
LCA_TECH,PEM_RENEW,22,0
LCA_TECH,PEM_RENEW,23,0
LCA_TECH,PEM_RENEW,24,0
LCA_TECH,PEM_RENEW,25,0
LCA_TECH,PEM_RENEW,26,0
LCA_TECH,PEM_RENEW,27,0
LCA_TECH,PEM_RENEW,28,0
LCA_TECH,PEM_RENEW,29,0
LCA_TECH,PEM_RENEW,30,0
LCA_TECH,PEM_RENEW,31,0
LCA_TECH,PEM_RENEW,32,0
LCA_TECH,PEM_RENEW,33,0
LCA_TECH,PEM_RENEW,34,0
LCA_TECH,PEM_RENEW,35,0
LCA_TECH,PEM_RENEW,36,0
LCA_TECH,PEM_RENEW,37,0
LCA_TECH,PEM_RENEW,38,0
LCA_TECH,PEM_RENEW,39,0
LCA_TECH,PEM_RENEW,40,0
LCA_TECH,PEM_RENEW,41,0
LCA_TECH,PEM_RENEW,42,0
LCA_TECH,PEM_RENEW,43,0
LCA_TECH,PEM_RENEW,44,0
LCA_TECH,PEM_RENEW,45,0
LCA_TECH,PEM_RENEW,46,0
LCA_TECH,PEM_RENEW,47,0
LCA_TECH,PEM_RENEW,48,0
LCA_TECH,PEM_RENEW,49,0
LCA_TECH,PEM_RENEW,50,0
LCA_TECH,PEM_RENEW,51,0
LCA_TECH,PEM_RENEW,52,0
LCA_TECH,PEM_RENEW,53,0
LCA_TECH,PEM_RENEW,54,0
LCA_TECH,PEM_RENEW,55,0
LCA_TECH,PEM_RENEW,56,0
LCA_TECH,PEM_RENEW,57,0
LCA_TECH,PEM_RENEW,58,0
LCA_TECH,PEM_RENEW,59,0
LCA_TECH,PEM_RENEW,60,0
LCA_TECH,PEM_RENEW,61,0
LCA_TECH,SOE,1,0
LCA_TECH,SOE,2,0
LCA_TECH,SOE,3,0
LCA_TECH,SOE,4,0
LCA_TECH,SOE,5,0
LCA_TECH,SOE,6,0
LCA_TECH,SOE,7,0
LCA_TECH,SOE,8,0
LCA_TECH,SOE,9,0
LCA_TECH,SOE,10,0
LCA_TECH,SOE,11,0
LCA_TECH,SOE,12,0
LCA_TECH,SOE,13,0
LCA_TECH,SOE,14,0
LCA_TECH,SOE,15,0
LCA_TECH,SOE,16,0
LCA_TECH,SOE,17,0
LCA_TECH,SOE,18,0
LCA_TECH,SOE,19,0
LCA_TECH,SOE,20,0
LCA_TECH,SOE,21,0
LCA_TECH,SOE,22,0
LCA_TECH,SOE,23,0
LCA_TECH,SOE,24,1
LCA_TECH,SOE,25,1
LCA_TECH,SOE,26,1
LCA_TECH,SOE,27,1
LCA_TECH,SOE,28,1
LCA_TECH,SOE,29,1
LCA_TECH,SOE,30,1
LCA_TECH,SOE,31,1
LCA_TECH,SOE,32,1
LCA_TECH,SOE,33,1
LCA_TECH,SOE,34,1
LCA_TECH,SOE,35,1
LCA_TECH,SOE,36,1
LCA_TECH,SOE,37,1
LCA_TECH,SOE,38,1
LCA_TECH,SOE,39,1
LCA_TECH,SOE,40,1
LCA_TECH,SOE,41,1
LCA_TECH,SOE,42,1
LCA_TECH,SOE,43,1
LCA_TECH,SOE,44,1
LCA_TECH,SOE,45,1
LCA_TECH,SOE,46,1
LCA_TECH,SOE,47,1
LCA_TECH,SOE,48,1
LCA_TECH,SOE,49,1
LCA_TECH,SOE,50,1
LCA_TECH,SOE,51,1
LCA_TECH,SOE,52,1
LCA_TECH,SOE,53,1
LCA_TECH,SOE,54,1
LCA_TECH,SOE,55,1
LCA_TECH,SOE,56,1
LCA_TECH,SOE,57,1
LCA_TECH,SOE,58,1
LCA_TECH,SOE,59,1
LCA_TECH,SOE,60,1
LCA_TECH,SOE,61,1
LCA_TECH,SOE_ADV,1,0
LCA_TECH,SOE_ADV,2,0
LCA_TECH,SOE_ADV,3,0
LCA_TECH,SOE_ADV,4,0
LCA_TECH,SOE_ADV,5,0
LCA_TECH,SOE_ADV,6,0
LCA_TECH,SOE_ADV,7,0
LCA_TECH,SOE_ADV,8,0
LCA_TECH,SOE_ADV,9,0
LCA_TECH,SOE_ADV,10,0
LCA_TECH,SOE_ADV,11,0
LCA_TECH,SOE_ADV,12,0
LCA_TECH,SOE_ADV,13,0
LCA_TECH,SOE_ADV,14,0
LCA_TECH,SOE_ADV,15,0
LCA_TECH,SOE_ADV,16,0
LCA_TECH,SOE_ADV,17,0
LCA_TECH,SOE_ADV,18,0
LCA_TECH,SOE_ADV,19,0
LCA_TECH,SOE_ADV,20,0
LCA_TECH,SOE_ADV,21,0
LCA_TECH,SOE_ADV,22,0
LCA_TECH,SOE_ADV,23,0
LCA_TECH,SOE_ADV,24,1
LCA_TECH,SOE_ADV,25,1
LCA_TECH,SOE_ADV,26,1
LCA_TECH,SOE_ADV,27,1
LCA_TECH,SOE_ADV,28,1
LCA_TECH,SOE_ADV,29,1
LCA_TECH,SOE_ADV,30,1
LCA_TECH,SOE_ADV,31,1
LCA_TECH,SOE_ADV,32,1
LCA_TECH,SOE_ADV,33,1
LCA_TECH,SOE_ADV,34,1
LCA_TECH,SOE_ADV,35,1
LCA_TECH,SOE_ADV,36,1
LCA_TECH,SOE_ADV,37,1
LCA_TECH,SOE_ADV,38,1
LCA_TECH,SOE_ADV,39,1
LCA_TECH,SOE_ADV,40,1
LCA_TECH,SOE_ADV,41,1
LCA_TECH,SOE_ADV,42,1
LCA_TECH,SOE_ADV,43,1
LCA_TECH,SOE_ADV,44,1
LCA_TECH,SOE_ADV,45,1
LCA_TECH,SOE_ADV,46,1
LCA_TECH,SOE_ADV,47,1
LCA_TECH,SOE_ADV,48,1
LCA_TECH,SOE_ADV,49,1
LCA_TECH,SOE_ADV,50,1
LCA_TECH,SOE_ADV,51,1
LCA_TECH,SOE_ADV,52,1
LCA_TECH,SOE_ADV,53,1
LCA_TECH,SOE_ADV,54,1
LCA_TECH,SOE_ADV,55,1
LCA_TECH,SOE_ADV,56,1
LCA_TECH,SOE_ADV,57,1
LCA_TECH,SOE_ADV,58,1
LCA_TECH,SOE_ADV,59,1
LCA_TECH,SOE_ADV,60,1
LCA_TECH,SOE_ADV,61,1
LCA_TECH,SOE_NUC,1,0
LCA_TECH,SOE_NUC,2,0
LCA_TECH,SOE_NUC,3,0
LCA_TECH,SOE_NUC,4,0
LCA_TECH,SOE_NUC,5,0
LCA_TECH,SOE_NUC,6,0
LCA_TECH,SOE_NUC,7,0
LCA_TECH,SOE_NUC,8,0
LCA_TECH,SOE_NUC,9,0
LCA_TECH,SOE_NUC,10,0
LCA_TECH,SOE_NUC,11,0
LCA_TECH,SOE_NUC,12,0
LCA_TECH,SOE_NUC,13,0
LCA_TECH,SOE_NUC,14,0
LCA_TECH,SOE_NUC,15,0
LCA_TECH,SOE_NUC,16,0
LCA_TECH,SOE_NUC,17,0
LCA_TECH,SOE_NUC,18,0
LCA_TECH,SOE_NUC,19,0
LCA_TECH,SOE_NUC,20,0
LCA_TECH,SOE_NUC,21,0
LCA_TECH,SOE_NUC,22,0
LCA_TECH,SOE_NUC,23,0
LCA_TECH,SOE_NUC,24,0
LCA_TECH,SOE_NUC,25,0
LCA_TECH,SOE_NUC,26,0
LCA_TECH,SOE_NUC,27,0
LCA_TECH,SOE_NUC,28,0
LCA_TECH,SOE_NUC,29,0
LCA_TECH,SOE_NUC,30,0
LCA_TECH,SOE_NUC,31,0
LCA_TECH,SOE_NUC,32,0
LCA_TECH,SOE_NUC,33,0
LCA_TECH,SOE_NUC,34,0
LCA_TECH,SOE_NUC,35,0
LCA_TECH,SOE_NUC,36,0
LCA_TECH,SOE_NUC,37,0
LCA_TECH,SOE_NUC,38,0
LCA_TECH,SOE_NUC,39,0
LCA_TECH,SOE_NUC,40,0
LCA_TECH,SOE_NUC,41,0
LCA_TECH,SOE_NUC,42,0
LCA_TECH,SOE_NUC,43,0
LCA_TECH,SOE_NUC,44,0
LCA_TECH,SOE_NUC,45,0
LCA_TECH,SOE_NUC,46,0
LCA_TECH,SOE_NUC,47,0
LCA_TECH,SOE_NUC,48,0
LCA_TECH,SOE_NUC,49,0
LCA_TECH,SOE_NUC,50,0
LCA_TECH,SOE_NUC,51,0
LCA_TECH,SOE_NUC,52,0
LCA_TECH,SOE_NUC,53,0
LCA_TECH,SOE_NUC,54,0
LCA_TECH,SOE_NUC,55,0
LCA_TECH,SOE_NUC,56,0
LCA_TECH,SOE_NUC,57,0
LCA_TECH,SOE_NUC,58,0
LCA_TECH,SOE_NUC,59,0
LCA_TECH,SOE_NUC,60,0
LCA_TECH,SOE_NUC,61,0
